DATE,FNIT,FNIT_peak,ITFN,ITFN_peak
2020-03-22 11:35:00,1.6016622682e+09,1.6016622682e+09,1.0940774281e+09,1.0940774281e+09
2020-03-22 11:40:00,1.6978781512e+09,1.6978781512e+09,1.3752298847e+09,1.3752298847e+09
2020-03-22 11:45:00,1.9386393407e+09,1.9386393407e+09,1.7042423059e+09,1.7042423059e+09
2020-03-22 11:50:00,2.1780023050e+09,2.1780023050e+09,1.3404196503e+09,1.3404196503e+09
2020-03-22 11:55:00,1.6333533505e+09,1.6333533505e+09,1.4253164098e+09,1.4253164098e+09
2020-03-22 12:00:00,1.3230757233e+09,1.3230757233e+09,1.3518544898e+09,1.3518544898e+09
2020-03-22 12:05:00,1.7464673199e+09,1.7464673199e+09,1.7573792239e+09,1.7573792239e+09
2020-03-22 12:10:00,1.3376961805e+09,1.3376961805e+09,1.4541870680e+09,1.4541870680e+09
2020-03-22 12:15:00,1.0641497731e+09,1.0641497731e+09,1.4534009286e+09,1.4534009286e+09
2020-03-22 12:20:00,1.3873509064e+09,1.3873509064e+09,8.3273447419e+08,8.3273447419e+08
2020-03-22 12:25:00,1.3516474015e+09,1.3516474015e+09,1.1243251060e+09,1.1243251060e+09
2020-03-22 12:30:00,1.6850499408e+09,1.6850499408e+09,7.1596543233e+08,7.1596543233e+08
2020-03-22 12:35:00,1.9476212351e+09,1.9476212351e+09,9.5160215847e+08,9.5160215847e+08
2020-03-22 12:40:00,1.9873240214e+09,1.9873240214e+09,8.3927103901e+08,8.3927103901e+08
2020-03-22 12:45:00,1.5846758317e+09,1.5846758317e+09,6.7737184599e+08,6.7737184599e+08
2020-03-22 12:50:00,2.1485219579e+09,2.1485219579e+09,1.1629084451e+09,1.1629084451e+09
2020-03-22 12:55:00,1.7264678125e+09,1.7264678125e+09,7.6491390825e+08,7.6491390825e+08
2020-03-22 13:00:00,1.4301925882e+09,1.4301925882e+09,1.1217080218e+09,1.1217080218e+09
2020-03-22 13:05:00,1.6575804858e+09,1.6575804858e+09,4.1581854836e+08,4.1581854836e+08
2020-03-22 13:10:00,1.6410801891e+09,1.6410801891e+09,7.4589447184e+08,7.4589447184e+08
2020-03-22 13:15:00,1.9931481643e+09,1.9931481643e+09,1.3951075818e+09,1.3951075818e+09
2020-03-22 13:20:00,1.5887275585e+09,1.5887275585e+09,6.2033278324e+08,6.2033278324e+08
2020-03-22 13:25:00,1.2694009121e+09,1.2694009121e+09,4.5130792574e+08,4.5130792574e+08
2020-03-22 13:30:00,1.5398365384e+09,1.5398365384e+09,7.6085302436e+08,7.6085302436e+08
2020-03-22 13:35:00,1.6614609486e+09,1.6614609486e+09,6.8626889263e+08,6.8626889263e+08
2020-03-22 13:40:00,1.6283661904e+09,1.6283661904e+09,6.7126123571e+08,6.7126123571e+08
2020-03-22 13:45:00,1.6999678585e+09,1.6999678585e+09,9.6774640336e+08,9.6774640336e+08
2020-03-22 13:50:00,1.6009798386e+09,1.6009798386e+09,7.8279461694e+08,7.8279461694e+08
2020-03-22 13:55:00,1.5284878499e+09,1.5284878499e+09,1.0609807340e+09,1.0609807340e+09
2020-03-22 14:00:00,1.4480908773e+09,1.4480908773e+09,7.4319982472e+08,7.4319982472e+08
2020-03-22 14:05:00,1.5636484643e+09,1.5636484643e+09,5.3679840895e+08,5.3679840895e+08
2020-03-22 14:10:00,1.7211317974e+09,1.7211317974e+09,5.0068678170e+08,5.0068678170e+08
