DATE,SKHU,SKHU_peak,HUSK,HUSK_peak
2020-03-22 15:20:00,7.7807707235e+08,7.7807707235e+08,1.3903235318e+08,1.3903235318e+08
2020-03-22 15:25:00,1.0830380719e+09,1.0830380719e+09,2.0496490348e+08,2.0496490348e+08
2020-03-22 15:30:00,9.8948573080e+07,9.8948573080e+07,1.8913066418e+08,1.8913066418e+08
2020-03-22 15:35:00,2.2641135846e+07,2.2641135846e+07,2.0680615306e+08,2.0680615306e+08
2020-03-22 15:40:00,1.0803472439e+07,1.0803472439e+07,2.9980417836e+08,2.9980417836e+08
2020-03-22 15:45:00,9.3107919333e+06,9.3107919333e+06,3.0022475437e+08,3.0022475437e+08
2020-03-22 15:50:00,1.1761965931e+07,1.1761965931e+07,2.7173407103e+08,2.7173407103e+08
2020-03-22 15:55:00,1.1145702242e+07,1.1145702242e+07,3.7781072034e+08,3.7781072034e+08
2020-03-22 16:00:00,1.4308994746e+07,1.4308994746e+07,3.0505563458e+08,3.0505563458e+08
2020-03-22 16:05:00,1.0981634235e+07,1.0981634235e+07,3.5467856178e+08,3.5467856178e+08
2020-03-22 16:10:00,2.5842002749e+07,2.5842002749e+07,3.5864537459e+08,3.5864537459e+08
2020-03-22 16:15:00,1.1716713996e+07,1.1716713996e+07,3.4723751097e+08,3.4723751097e+08
2020-03-22 16:20:00,1.2990604764e+07,1.2990604764e+07,3.3688466152e+08,3.3688466152e+08
2020-03-22 16:25:00,9.5215573843e+06,9.5215573843e+06,2.3395175676e+08,2.3395175676e+08
2020-03-22 16:30:00,3.6729997409e+07,3.6729997409e+07,1.8711314917e+08,1.8711314917e+08
2020-03-22 16:35:00,2.3167463107e+07,2.3167463107e+07,1.6670701053e+08,1.6670701053e+08
2020-03-22 16:40:00,1.0578891817e+07,1.0578891817e+07,1.5546378432e+08,1.5546378432e+08
2020-03-22 16:45:00,1.4834359456e+07,1.4834359456e+07,1.3518588071e+08,1.3518588071e+08
2020-03-22 16:50:00,2.3367117172e+07,2.3367117172e+07,1.4286362164e+08,1.4286362164e+08
2020-03-22 16:55:00,8.6500115843e+06,8.6500115843e+06,1.7240984655e+08,1.7240984655e+08
2020-03-22 17:00:00,1.3317747162e+07,1.3317747162e+07,1.5015787006e+08,1.5015787006e+08
2020-03-22 17:05:00,1.4141286580e+07,1.4141286580e+07,1.7071433505e+08,1.7071433505e+08
2020-03-22 17:10:00,1.5494994471e+07,1.5494994471e+07,2.6943817328e+08,2.6943817328e+08
2020-03-22 17:15:00,1.4552403297e+07,1.4552403297e+07,2.1870746985e+08,2.1870746985e+08
2020-03-22 17:20:00,1.0960142833e+07,1.0960142833e+07,2.1829122824e+08,2.1829122824e+08
2020-03-22 17:25:00,8.1801421701e+06,8.1801421701e+06,2.1798937428e+08,2.1798937428e+08
2020-03-22 17:30:00,2.8611763284e+07,2.8611763284e+07,2.6878346168e+08,2.6878346168e+08
2020-03-22 17:35:00,3.1565877896e+07,3.1565877896e+07,3.1685290665e+08,3.1685290665e+08
2020-03-22 17:40:00,1.4104915197e+07,1.4104915197e+07,4.0619834909e+08,4.0619834909e+08
2020-03-22 17:45:00,1.0521141853e+07,1.0521141853e+07,4.1224259022e+08,4.1224259022e+08
2020-03-22 17:50:00,2.4716252551e+07,2.4716252551e+07,4.4917330267e+08,4.4917330267e+08
2020-03-22 17:55:00,2.0501724858e+07,2.0501724858e+07,4.8553317592e+08,4.8553317592e+08
2020-03-22 18:00:00,1.1106392792e+07,1.1106392792e+07,5.4265117087e+08,5.4265117087e+08
2020-03-22 18:05:00,6.5166305431e+06,6.5166305431e+06,5.5661313849e+08,5.5661313849e+08
