DATE,IRUI,IRUI_peak,UIIR,IRUI_peak
2020-03-22 15:45:00,1.0908114676e+07,1.0908114676e+07,8.5221817238e+07,8.5221817238e+07
2020-03-22 15:50:00,8.0610159871e+06,8.0610159871e+06,7.9759201103e+07,7.9759201103e+07
2020-03-22 15:55:00,4.4874417380e+07,4.4874417380e+07,6.6926616074e+07,6.6926616074e+07
2020-03-22 16:00:00,3.4988391109e+07,3.4988391109e+07,7.5648219790e+07,7.5648219790e+07
2020-03-22 16:05:00,2.2082083707e+07,2.2082083707e+07,8.5058459039e+07,8.5058459039e+07
2020-03-22 16:10:00,1.0414973933e+07,1.0414973933e+07,7.2287133491e+07,7.2287133491e+07
2020-03-22 16:15:00,9.4075103060e+06,9.4075103060e+06,7.3302246362e+07,7.3302246362e+07
2020-03-22 16:20:00,9.5260557497e+06,9.5260557497e+06,7.8775484357e+07,7.8775484357e+07
2020-03-22 16:25:00,9.2669056059e+06,9.2669056059e+06,8.6779271153e+07,8.6779271153e+07
2020-03-22 16:30:00,7.6661194707e+06,7.6661194707e+06,8.0223463880e+07,8.0223463880e+07
2020-03-22 16:35:00,8.7809543520e+06,8.7809543520e+06,7.5818325916e+07,7.5818325916e+07
2020-03-22 16:40:00,8.2671150528e+06,8.2671150528e+06,8.7977165722e+07,8.7977165722e+07
2020-03-22 16:45:00,8.4250449239e+06,8.4250449239e+06,8.8614021698e+07,8.8614021698e+07
2020-03-22 16:50:00,1.4413828877e+07,1.4413828877e+07,9.0487072211e+07,9.0487072211e+07
2020-03-22 16:55:00,1.3021103374e+07,1.3021103374e+07,7.6853974801e+07,7.6853974801e+07
2020-03-22 17:00:00,1.5128576228e+07,1.5128576228e+07,8.4042877611e+07,8.4042877611e+07
2020-03-22 17:05:00,2.3084374049e+07,2.3084374049e+07,9.8157472835e+07,9.8157472835e+07
2020-03-22 17:10:00,5.5165936556e+07,5.5165936556e+07,8.7714409444e+07,8.7714409444e+07
2020-03-22 17:15:00,2.7134993429e+07,2.7134993429e+07,9.1336028569e+07,9.1336028569e+07
2020-03-22 17:20:00,2.5743538719e+07,2.5743538719e+07,8.2582385962e+07,8.2582385962e+07
2020-03-22 17:25:00,2.3320488037e+07,2.3320488037e+07,9.0458904174e+07,9.0458904174e+07
2020-03-22 17:30:00,2.2600642679e+07,2.2600642679e+07,8.5520909288e+07,8.5520909288e+07
2020-03-22 17:35:00,2.3539202253e+07,2.3539202253e+07,7.5620706953e+07,7.5620706953e+07
2020-03-22 17:40:00,2.4090817979e+07,2.4090817979e+07,6.8603525228e+07,6.8603525228e+07
2020-03-22 17:45:00,2.5907993758e+07,2.5907993758e+07,8.3572000723e+07,8.3572000723e+07
2020-03-22 17:50:00,2.4904510198e+07,2.4904510198e+07,9.2636949027e+07,9.2636949027e+07
2020-03-22 17:55:00,2.2819551729e+07,2.2819551729e+07,1.0873305449e+08,1.0873305449e+08
2020-03-22 18:00:00,1.3156741800e+07,1.3156741800e+07,1.1228556077e+08,1.1228556077e+08
2020-03-22 18:05:00,9.1407312713e+06,9.1407312713e+06,9.5392929104e+07,9.5392929104e+07
2020-03-22 18:10:00,8.2550572452e+06,8.2550572452e+06,1.1634776262e+08,1.1634776262e+08
2020-03-22 18:15:00,7.8640543502e+06,7.8640543502e+06,1.1986238502e+08,1.1986238502e+08
2020-03-22 18:20:00,7.7976483340e+06,7.7976483340e+06,1.0559916297e+08,1.0559916297e+08
2020-03-22 18:25:00,2.6745092890e+07,2.6745092890e+07,9.9199609313e+07,9.9199609313e+07
2020-03-22 18:30:00,8.9762449971e+06,8.9762449971e+06,8.3605919667e+07,8.3605919667e+07
2020-03-22 18:35:00,8.2354625366e+06,8.2354625366e+06,8.9895262476e+07,8.9895262476e+07
2020-03-22 18:40:00,9.6143130485e+06,9.6143130485e+06,7.5112161419e+07,7.5112161419e+07
2020-03-22 18:45:00,8.4794065345e+06,8.4794065345e+06,8.8182644509e+07,8.8182644509e+07
2020-03-22 18:50:00,8.8739372574e+06,8.8739372574e+06,7.0630542531e+07,7.0630542531e+07
2020-03-22 18:55:00,9.4763950191e+06,9.4763950191e+06,7.7256818284e+07,7.7256818284e+07
2020-03-22 19:00:00,8.5410693576e+06,8.5410693576e+06,7.9555626031e+07,7.9555626031e+07
2020-03-22 19:05:00,8.1120458386e+06,8.1120458386e+06,8.1749566652e+07,8.1749566652e+07
2020-03-22 19:10:00,9.3515998988e+06,9.3515998988e+06,7.6984694457e+07,7.6984694457e+07
2020-03-22 19:15:00,1.3027631836e+07,1.3027631836e+07,8.4928786152e+07,8.4928786152e+07
2020-03-22 19:20:00,6.3910931011e+07,6.3910931011e+07,9.1098552663e+07,9.1098552663e+07
2020-03-22 19:25:00,5.9798595029e+07,5.9798595029e+07,9.2273736013e+07,9.2273736013e+07
2020-03-22 19:30:00,1.2487286998e+07,1.2487286998e+07,9.9719649567e+07,9.9719649567e+07
2020-03-22 19:35:00,4.4902540468e+07,4.4902540468e+07,9.7513622428e+07,9.7513622428e+07
2020-03-22 19:40:00,1.2834777938e+07,1.2834777938e+07,9.0913234843e+07,9.0913234843e+07
