DATE,LTLN,LTLN_peak,LNLT,LNLT_peak
2020-03-15 17:35:00,7.9983842727e+05,7.9983842727e+05,5.3756976604e+06,5.3756976604e+06
2020-03-15 17:40:00,7.6785781491e+05,7.6785781491e+05,1.4631506754e+06,1.4631506754e+06
2020-03-15 17:45:00,7.5277726740e+05,7.5277726740e+05,1.0871295163e+06,1.0871295163e+06
2020-03-15 17:50:00,7.7510104818e+05,7.7510104818e+05,1.4626288034e+06,1.4626288034e+06
2020-03-15 17:55:00,7.7205621849e+05,7.7205621849e+05,1.9851316528e+06,1.9851316528e+06
2020-03-15 18:00:00,7.5488475413e+05,7.5488475413e+05,8.9036209422e+05,8.9036209422e+05
2020-03-15 18:05:00,8.7870538987e+05,8.7870538987e+05,3.8893353008e+06,3.8893353008e+06
2020-03-15 18:10:00,7.5857057210e+05,7.5857057210e+05,1.0807112606e+06,1.0807112606e+06
2020-03-15 18:15:00,7.6062016327e+05,7.6062016327e+05,8.8266954442e+05,8.8266954442e+05
2020-03-15 18:20:00,7.9760131931e+05,7.9760131931e+05,1.2232043075e+06,1.2232043075e+06
2020-03-15 18:25:00,7.9075856709e+05,7.9075856709e+05,2.2909360934e+06,2.2909360934e+06
2020-03-15 18:30:00,7.5859784974e+05,7.5859784974e+05,9.0002878818e+05,9.0002878818e+05
2020-03-15 18:35:00,7.5605265435e+05,7.5605265435e+05,8.8312412620e+05,8.8312412620e+05
2020-03-15 18:40:00,7.5316410586e+05,7.5316410586e+05,9.5920793663e+05,9.5920793663e+05
2020-03-15 18:45:00,7.6731651005e+05,7.6731651005e+05,9.7520556135e+05,9.7520556135e+05
2020-03-15 18:50:00,7.7714533947e+05,7.7714533947e+05,1.0365524899e+06,1.0365524899e+06
2020-03-15 18:55:00,8.1250502062e+05,8.1250502062e+05,2.2683715986e+06,2.2683715986e+06
2020-03-15 19:00:00,7.4003489973e+05,7.4003489973e+05,9.4781098258e+05,9.4781098258e+05
2020-03-15 19:05:00,8.6272034613e+05,8.6272034613e+05,3.9326934839e+06,3.9326934839e+06
2020-03-15 19:10:00,8.1866757760e+05,8.1866757760e+05,1.0667874121e+06,1.0667874121e+06
2020-03-15 19:15:00,1.1690471047e+06,1.1690471047e+06,9.7656782649e+05,9.7656782649e+05
2020-03-15 19:20:00,8.0855528418e+05,8.0855528418e+05,1.0548990290e+06,1.0548990290e+06
2020-03-15 19:25:00,8.8037849742e+05,8.8037849742e+05,1.7945224626e+07,1.7945224626e+07
2020-03-15 19:30:00,8.2604852956e+05,8.2604852956e+05,5.4112018334e+06,5.4112018334e+06
2020-03-15 19:35:00,8.0620419915e+05,8.0620419915e+05,5.9035655520e+06,5.9035655520e+06
2020-03-15 19:40:00,7.9212918379e+05,7.9212918379e+05,4.9649820886e+06,4.9649820886e+06
2020-03-15 19:45:00,8.1343146120e+05,8.1343146120e+05,5.2227266680e+06,5.2227266680e+06
2020-03-15 19:50:00,7.9527030854e+05,7.9527030854e+05,4.8063874511e+06,4.8063874511e+06
2020-03-15 19:55:00,1.0566317863e+06,1.0566317863e+06,5.4903327133e+06,5.4903327133e+06
