DATE,PTUK,PTUK_peak,UKPT,PTUK_peak
2020-03-15 15:30:00,5.7291873948e+08,5.7291873948e+08,1.8019981831e+08,1.8019981831e+08
2020-03-15 15:35:00,1.7873441679e+09,1.7873441679e+09,2.2354707938e+08,2.2354707938e+08
2020-03-15 15:40:00,1.3570297974e+09,1.3570297974e+09,3.0016025587e+08,3.0016025587e+08
2020-03-15 15:45:00,5.9505688983e+08,5.9505688983e+08,4.3676593907e+08,4.3676593907e+08
2020-03-15 15:50:00,6.1198176661e+08,6.1198176661e+08,2.4477354071e+08,2.4477354071e+08
2020-03-15 15:55:00,7.8703008149e+08,7.8703008149e+08,5.3787004559e+08,5.3787004559e+08
2020-03-15 16:00:00,7.7258072729e+08,7.7258072729e+08,3.5494204304e+09,3.5494204304e+09
2020-03-15 16:05:00,9.1212069333e+08,9.1212069333e+08,1.9921168830e+09,1.9921168830e+09
2020-03-15 16:10:00,1.9385144205e+09,1.9385144205e+09,1.2191824102e+09,1.2191824102e+09
2020-03-15 16:15:00,1.1654112658e+09,1.1654112658e+09,1.4764197979e+09,1.4764197979e+09
2020-03-15 16:20:00,1.2083843677e+09,1.2083843677e+09,1.2693809945e+09,1.2693809945e+09
2020-03-15 16:25:00,9.6871664713e+08,9.6871664713e+08,1.1359207044e+09,1.1359207044e+09
2020-03-15 16:30:00,8.4969356805e+08,8.4969356805e+08,1.2139804299e+09,1.2139804299e+09
2020-03-15 16:35:00,8.2661784516e+08,8.2661784516e+08,6.9365697884e+08,6.9365697884e+08
2020-03-15 16:40:00,7.7083603858e+08,7.7083603858e+08,4.9112346935e+08,4.9112346935e+08
2020-03-15 16:45:00,7.8834002219e+08,7.8834002219e+08,3.4134783087e+08,3.4134783087e+08
2020-03-15 16:50:00,1.0734551529e+09,1.0734551529e+09,4.5479035153e+08,4.5479035153e+08
2020-03-15 16:55:00,8.9786883680e+08,8.9786883680e+08,4.2045374309e+08,4.2045374309e+08
2020-03-15 17:00:00,1.2979976761e+09,1.2979976761e+09,4.2349838330e+08,4.2349838330e+08
2020-03-15 17:05:00,1.2351553914e+09,1.2351553914e+09,2.7367761693e+09,2.7367761693e+09
2020-03-15 17:10:00,9.6675859805e+08,9.6675859805e+08,1.9365327927e+09,1.9365327927e+09
2020-03-15 17:15:00,6.4545559407e+08,6.4545559407e+08,1.3201566893e+09,1.3201566893e+09
2020-03-15 17:20:00,6.2051503260e+08,6.2051503260e+08,1.4310411463e+09,1.4310411463e+09
2020-03-15 17:25:00,6.2991882571e+08,6.2991882571e+08,1.0013723318e+09,1.0013723318e+09
2020-03-15 17:30:00,1.2925770494e+09,1.2925770494e+09,5.0255144690e+08,5.0255144690e+08
2020-03-15 17:35:00,6.6863480296e+08,6.6863480296e+08,4.8611363686e+08,4.8611363686e+08
2020-03-15 17:40:00,9.2453270883e+08,9.2453270883e+08,6.5633831502e+08,6.5633831502e+08
2020-03-15 17:45:00,1.4000666182e+09,1.4000666182e+09,5.3893320844e+08,5.3893320844e+08
2020-03-15 17:50:00,3.1668604401e+09,3.1668604401e+09,4.0496781065e+08,4.0496781065e+08
2020-03-15 17:55:00,1.7603494759e+09,1.7603494759e+09,2.4987223068e+08,2.4987223068e+08
2020-03-15 18:00:00,1.7385458504e+09,1.7385458504e+09,2.5767723167e+08,2.5767723167e+08
2020-03-15 18:05:00,8.1781310862e+08,8.1781310862e+08,2.3838256179e+08,2.3838256179e+08
2020-03-15 18:10:00,7.9513234846e+08,7.9513234846e+08,2.4045301927e+08,2.4045301927e+08
2020-03-15 18:15:00,2.4134835773e+09,2.4134835773e+09,2.5085532980e+08,2.5085532980e+08
2020-03-15 18:20:00,1.4868149026e+09,1.4868149026e+09,2.3723960844e+08,2.3723960844e+08
2020-03-15 18:25:00,1.3393101000e+09,1.3393101000e+09,2.5887793078e+08,2.5887793078e+08
2020-03-15 18:30:00,1.8600368583e+09,1.8600368583e+09,4.0297912182e+08,4.0297912182e+08
2020-03-15 18:35:00,1.9754402704e+09,1.9754402704e+09,3.9857679361e+08,3.9857679361e+08
2020-03-15 18:40:00,2.0544146127e+09,2.0544146127e+09,2.8126855349e+08,2.8126855349e+08
2020-03-15 18:45:00,1.7333984836e+09,1.7333984836e+09,2.5252108578e+08,2.5252108578e+08
2020-03-15 18:50:00,4.6702473794e+09,4.6702473794e+09,2.6127386244e+08,2.6127386244e+08
2020-03-15 18:55:00,1.7858085357e+09,1.7858085357e+09,2.6481230592e+08,2.6481230592e+08
2020-03-15 19:00:00,1.4303268109e+09,1.4303268109e+09,2.9274815073e+08,2.9274815073e+08
2020-03-15 19:05:00,1.2079009159e+09,1.2079009159e+09,2.9614301756e+08,2.9614301756e+08
2020-03-15 19:10:00,1.0626216592e+09,1.0626216592e+09,2.4146063071e+08,2.4146063071e+08
2020-03-15 19:15:00,1.1796975317e+09,1.1796975317e+09,2.1968717421e+08,2.1968717421e+08
2020-03-15 19:20:00,2.0137627559e+09,2.0137627559e+09,3.3089269585e+08,3.3089269585e+08
2020-03-15 19:25:00,6.0404453424e+09,6.0404453424e+09,2.7305708659e+08,2.7305708659e+08
2020-03-15 19:30:00,2.8728015846e+09,2.8728015846e+09,3.6924881089e+08,3.6924881089e+08
2020-03-15 19:35:00,8.9698546320e+08,8.9698546320e+08,1.9829092884e+08,1.9829092884e+08
2020-03-15 19:40:00,1.0511086469e+09,1.0511086469e+09,2.5515268057e+08,2.5515268057e+08
2020-03-15 19:45:00,1.0654886396e+09,1.0654886396e+09,2.5962763248e+08,2.5962763248e+08
