DATE,ROHU,ROHU_peak,HURO,HURO_peak
2020-03-22 12:00:00,1.6330776967e+08,1.6330776967e+08,3.8853814106e+07,3.8853814106e+07
2020-03-22 12:05:00,1.3156546553e+08,1.3156546553e+08,5.1154439311e+07,5.1154439311e+07
2020-03-22 12:10:00,2.7524392390e+08,2.7524392390e+08,4.6510550302e+07,4.6510550302e+07
2020-03-22 12:15:00,3.6758417062e+08,3.6758417062e+08,4.8917458284e+07,4.8917458284e+07
2020-03-22 12:20:00,6.0786564744e+08,6.0786564744e+08,5.5695665927e+07,5.5695665927e+07
2020-03-22 12:25:00,9.8037557376e+08,9.8037557376e+08,6.1763054436e+07,6.1763054436e+07
2020-03-22 12:30:00,1.0172547128e+09,1.0172547128e+09,6.4819776737e+07,6.4819776737e+07
2020-03-22 12:35:00,7.8453073800e+08,7.8453073800e+08,5.5062659476e+07,5.5062659476e+07
2020-03-22 12:40:00,1.0290344568e+09,1.0290344568e+09,5.2760765986e+07,5.2760765986e+07
2020-03-22 12:45:00,1.0515323055e+09,1.0515323055e+09,6.5989059167e+07,6.5989059167e+07
2020-03-22 12:50:00,1.0921835551e+09,1.0921835551e+09,6.3252165799e+07,6.3252165799e+07
2020-03-22 12:55:00,1.0870718426e+09,1.0870718426e+09,7.2307124997e+07,7.2307124997e+07
2020-03-22 13:00:00,1.2716049005e+09,1.2716049005e+09,5.7206321568e+07,5.7206321568e+07
2020-03-22 13:05:00,1.2382470474e+09,1.2382470474e+09,6.9603624376e+07,6.9603624376e+07
2020-03-22 13:10:00,1.2962683896e+09,1.2962683896e+09,1.1414762650e+08,1.1414762650e+08
2020-03-22 13:15:00,1.1111547597e+09,1.1111547597e+09,1.1712283339e+08,1.1712283339e+08
2020-03-22 13:20:00,6.2914818895e+08,6.2914818895e+08,1.1379377102e+08,1.1379377102e+08
2020-03-22 13:25:00,3.6743481879e+08,3.6743481879e+08,1.2348166290e+08,1.2348166290e+08
2020-03-22 13:30:00,3.5469306071e+08,3.5469306071e+08,1.1927580089e+08,1.1927580089e+08
2020-03-22 13:35:00,3.6939479511e+08,3.6939479511e+08,1.1083861010e+08,1.1083861010e+08
2020-03-22 13:40:00,4.7693893479e+08,4.7693893479e+08,1.1715870924e+08,1.1715870924e+08
2020-03-22 13:45:00,4.0303365197e+08,4.0303365197e+08,1.0015224258e+08,1.0015224258e+08
2020-03-22 13:50:00,7.0467381958e+08,7.0467381958e+08,1.0809322561e+08,1.0809322561e+08
2020-03-22 13:55:00,6.8003699150e+08,6.8003699150e+08,1.2527795991e+08,1.2527795991e+08
2020-03-22 14:00:00,4.4148610689e+08,4.4148610689e+08,8.5417914025e+07,8.5417914025e+07
2020-03-22 14:05:00,3.8598520562e+08,3.8598520562e+08,8.8703346532e+07,8.8703346532e+07
2020-03-22 14:10:00,3.3433167883e+08,3.3433167883e+08,8.1071416521e+07,8.1071416521e+07
2020-03-22 14:15:00,3.1663145166e+08,3.1663145166e+08,7.0078713750e+07,7.0078713750e+07
2020-03-22 14:20:00,3.6469315962e+08,3.6469315962e+08,7.7101846300e+07,7.7101846300e+07
2020-03-22 14:25:00,2.9259688310e+08,2.9259688310e+08,5.9894527349e+07,5.9894527349e+07
2020-03-22 14:30:00,2.6501174569e+08,2.6501174569e+08,5.2358357505e+07,5.2358357505e+07
2020-03-22 14:35:00,2.2374257933e+08,2.2374257933e+08,5.1739322065e+07,5.1739322065e+07
2020-03-22 14:40:00,2.2190714402e+08,2.2190714402e+08,5.0528226171e+07,5.0528226171e+07
2020-03-22 14:45:00,2.0365282202e+08,2.0365282202e+08,6.5664331757e+07,6.5664331757e+07
