DATE,EEET,EEET_peak,ETEE,EEET_peak
2020-03-22 17:25:00,3.0927490118e+09,3.0927490118e+09,1.9343242559e+08,1.9343242559e+08
2020-03-22 17:30:00,3.1202206607e+09,3.1202206607e+09,9.7452417364e+07,9.7452417364e+07
2020-03-22 17:35:00,3.0797538402e+09,3.0797538402e+09,1.3275133049e+08,1.3275133049e+08
2020-03-22 17:40:00,3.1285003882e+09,3.1285003882e+09,1.1059390400e+08,1.1059390400e+08
2020-03-22 17:45:00,3.2573423806e+09,3.2573423806e+09,3.1542284983e+08,3.1542284983e+08
2020-03-22 17:50:00,3.1574859784e+09,3.1574859784e+09,2.5260480603e+08,2.5260480603e+08
2020-03-22 17:55:00,3.0542747659e+09,3.0542747659e+09,3.4188057225e+08,3.4188057225e+08
2020-03-22 18:00:00,3.1797034848e+09,3.1797034848e+09,2.5081120191e+08,2.5081120191e+08
2020-03-22 18:05:00,3.1079050807e+09,3.1079050807e+09,2.0693754978e+08,2.0693754978e+08
2020-03-22 18:10:00,3.0927186542e+09,3.0927186542e+09,3.3618314155e+08,3.3618314155e+08
2020-03-22 18:15:00,3.1319379100e+09,3.1319379100e+09,2.5150513105e+08,2.5150513105e+08
2020-03-22 18:20:00,3.1041114775e+09,3.1041114775e+09,1.5283993863e+08,1.5283993863e+08
2020-03-22 18:25:00,3.0930372039e+09,3.0930372039e+09,2.1141652632e+08,2.1141652632e+08
2020-03-22 18:30:00,3.0973813402e+09,3.0973813402e+09,1.4870998390e+08,1.4870998390e+08
2020-03-22 18:35:00,3.1285883642e+09,3.1285883642e+09,1.8187527296e+08,1.8187527296e+08
2020-03-22 18:40:00,3.1182027415e+09,3.1182027415e+09,1.5505666755e+08,1.5505666755e+08
2020-03-22 18:45:00,3.1376812686e+09,3.1376812686e+09,1.4463290271e+08,1.4463290271e+08
2020-03-22 18:50:00,3.0847035550e+09,3.0847035550e+09,2.1561451795e+08,2.1561451795e+08
2020-03-22 18:55:00,3.1000518118e+09,3.1000518118e+09,1.9696066087e+08,1.9696066087e+08
2020-03-22 19:00:00,3.0987647703e+09,3.0987647703e+09,1.6722758150e+08,1.6722758150e+08
2020-03-22 19:05:00,3.1374648063e+09,3.1374648063e+09,2.6189547713e+08,2.6189547713e+08
2020-03-22 19:10:00,3.0997549458e+09,3.0997549458e+09,1.9668212989e+08,1.9668212989e+08
2020-03-22 19:15:00,3.1681103304e+09,3.1681103304e+09,2.4377514032e+08,2.4377514032e+08
2020-03-22 19:20:00,3.7903853091e+07,3.7903853091e+07,2.0896166434e+08,2.0896166434e+08
2020-03-22 19:25:00,2.1796849565e+07,2.1796849565e+07,1.6105148851e+08,1.6105148851e+08
2020-03-22 19:30:00,2.2804433225e+07,2.2804433225e+07,1.9695417354e+08,1.9695417354e+08
2020-03-22 19:35:00,1.1820226105e+08,1.1820226105e+08,2.3453102456e+08,2.3453102456e+08
2020-03-22 19:40:00,3.3577129683e+07,3.3577129683e+07,2.3548979258e+08,2.3548979258e+08
2020-03-22 19:45:00,2.7392422770e+07,2.7392422770e+07,2.1133150881e+08,2.1133150881e+08
