DATE,CHES,CHES_peak,ESCH,CHES_peak
2020-03-15 17:10:00,5.5330539623e+09,5.5330539623e+09,9.9669801621e+09,9.9669801621e+09
2020-03-15 17:15:00,7.1927905384e+09,7.1927905384e+09,8.9660339884e+09,8.9660339884e+09
2020-03-15 17:20:00,9.9791032601e+09,9.9791032601e+09,9.4912950487e+09,9.4912950487e+09
2020-03-15 17:25:00,9.0410581317e+09,9.0410581317e+09,1.0185016410e+10,1.0185016410e+10
2020-03-15 17:30:00,6.0110631442e+09,6.0110631442e+09,1.0819785537e+10,1.0819785537e+10
2020-03-15 17:35:00,7.6960493390e+09,7.6960493390e+09,9.5579588356e+09,9.5579588356e+09
2020-03-15 17:40:00,7.2515382540e+09,7.2515382540e+09,9.8450770209e+09,9.8450770209e+09
2020-03-15 17:45:00,8.0701011674e+09,8.0701011674e+09,1.0748832722e+10,1.0748832722e+10
2020-03-15 17:50:00,6.1523182825e+09,6.1523182825e+09,1.0279693666e+10,1.0279693666e+10
2020-03-15 17:55:00,4.1523860446e+09,4.1523860446e+09,9.6698904827e+09,9.6698904827e+09
2020-03-15 18:00:00,7.5326169926e+09,7.5326169926e+09,1.3151941400e+10,1.3151941400e+10
2020-03-15 18:05:00,3.7465510403e+09,3.7465510403e+09,1.4917391337e+10,1.4917391337e+10
2020-03-15 18:10:00,3.4064945926e+09,3.4064945926e+09,1.4376662404e+10,1.4376662404e+10
2020-03-15 18:15:00,2.6825311134e+09,2.6825311134e+09,1.1208862049e+10,1.1208862049e+10
2020-03-15 18:20:00,2.6056321398e+09,2.6056321398e+09,1.2177225582e+10,1.2177225582e+10
2020-03-15 18:25:00,3.0837710275e+09,3.0837710275e+09,1.2322519082e+10,1.2322519082e+10
2020-03-15 18:30:00,5.1410255491e+09,5.1410255491e+09,1.2075470114e+10,1.2075470114e+10
2020-03-15 18:35:00,3.5180170259e+09,3.5180170259e+09,1.4240300763e+10,1.4240300763e+10
2020-03-15 18:40:00,3.0816119941e+09,3.0816119941e+09,1.4346308847e+10,1.4346308847e+10
2020-03-15 18:45:00,4.1330133487e+09,4.1330133487e+09,1.1914392228e+10,1.1914392228e+10
2020-03-15 18:50:00,4.8296136525e+09,4.8296136525e+09,1.2228949686e+10,1.2228949686e+10
2020-03-15 18:55:00,5.5584956145e+09,5.5584956145e+09,1.4012077806e+10,1.4012077806e+10
2020-03-15 19:00:00,5.4379048133e+09,5.4379048133e+09,1.1137424374e+10,1.1137424374e+10
2020-03-15 19:05:00,4.9879740094e+09,4.9879740094e+09,9.1344876710e+09,9.1344876710e+09
2020-03-15 19:10:00,3.2354870074e+09,3.2354870074e+09,1.0389752014e+10,1.0389752014e+10
2020-03-15 19:15:00,3.2192876053e+09,3.2192876053e+09,1.2159306673e+10,1.2159306673e+10
2020-03-15 19:20:00,4.6362496893e+09,4.6362496893e+09,1.0709824293e+10,1.0709824293e+10
2020-03-15 19:25:00,5.7841651796e+09,5.7841651796e+09,1.1396368642e+10,1.1396368642e+10
2020-03-15 19:30:00,8.5374720160e+09,8.5374720160e+09,1.1344524966e+10,1.1344524966e+10
2020-03-15 19:35:00,7.2457601039e+09,7.2457601039e+09,1.1729070749e+10,1.1729070749e+10
2020-03-15 19:40:00,5.1162303828e+09,5.1162303828e+09,1.0371429955e+10,1.0371429955e+10
2020-03-15 19:45:00,7.0239114738e+09,7.0239114738e+09,1.0145010760e+10,1.0145010760e+10
