DATE,GRIT,GRIT_peak,ITGR,GRIT_peak
2020-03-15 17:05:00,5.8742765514e+09,5.8742765514e+09,5.7152171270e+09,5.7152171270e+09
2020-03-15 17:10:00,5.1586281301e+09,5.1586281301e+09,5.1114405448e+09,5.1114405448e+09
2020-03-15 17:15:00,4.9353583809e+09,4.9353583809e+09,5.4238652304e+09,5.4238652304e+09
2020-03-15 17:20:00,4.5241508833e+09,4.5241508833e+09,5.1397470098e+09,5.1397470098e+09
2020-03-15 17:25:00,5.6960855236e+09,5.6960855236e+09,4.3845726117e+09,4.3845726117e+09
2020-03-15 17:30:00,6.2381664892e+09,6.2381664892e+09,4.2874555122e+09,4.2874555122e+09
2020-03-15 17:35:00,6.2125204892e+09,6.2125204892e+09,5.2613648016e+09,5.2613648016e+09
2020-03-15 17:40:00,6.2863249133e+09,6.2863249133e+09,3.9889211895e+09,3.9889211895e+09
2020-03-15 17:45:00,6.1780972488e+09,6.1780972488e+09,4.6801481238e+09,4.6801481238e+09
2020-03-15 17:50:00,6.5586833718e+09,6.5586833718e+09,4.3696860685e+09,4.3696860685e+09
2020-03-15 17:55:00,6.1149179586e+09,6.1149179586e+09,3.7526727093e+09,3.7526727093e+09
2020-03-15 18:00:00,6.5450299046e+09,6.5450299046e+09,3.8445525394e+09,3.8445525394e+09
2020-03-15 18:05:00,7.6599730651e+09,7.6599730651e+09,4.5767564014e+09,4.5767564014e+09
2020-03-15 18:10:00,7.1227121481e+09,7.1227121481e+09,5.2469523378e+09,5.2469523378e+09
2020-03-15 18:15:00,6.3625832225e+09,6.3625832225e+09,5.2263745012e+09,5.2263745012e+09
2020-03-15 18:20:00,7.2079030365e+09,7.2079030365e+09,5.4908795998e+09,5.4908795998e+09
2020-03-15 18:25:00,7.1939451700e+09,7.1939451700e+09,4.6935954624e+09,4.6935954624e+09
2020-03-15 18:30:00,7.1221012848e+09,7.1221012848e+09,4.9751325183e+09,4.9751325183e+09
2020-03-15 18:35:00,6.8760495288e+09,6.8760495288e+09,4.0149682871e+09,4.0149682871e+09
2020-03-15 18:40:00,6.1773535783e+09,6.1773535783e+09,3.5253526797e+09,3.5253526797e+09
2020-03-15 18:45:00,6.4191898706e+09,6.4191898706e+09,4.7592542059e+09,4.7592542059e+09
2020-03-15 18:50:00,6.6177471882e+09,6.6177471882e+09,4.7849415347e+09,4.7849415347e+09
2020-03-15 18:55:00,6.5735455348e+09,6.5735455348e+09,4.6757614510e+09,4.6757614510e+09
2020-03-15 19:00:00,6.4693878190e+09,6.4693878190e+09,5.1508452155e+09,5.1508452155e+09
2020-03-15 19:05:00,6.6557078472e+09,6.6557078472e+09,4.0419641101e+09,4.0419641101e+09
2020-03-15 19:10:00,7.5536459755e+09,7.5536459755e+09,4.2488423362e+09,4.2488423362e+09
2020-03-15 19:15:00,7.0128448549e+09,7.0128448549e+09,4.8750563274e+09,4.8750563274e+09
2020-03-15 19:20:00,7.3835100013e+09,7.3835100013e+09,4.8985963581e+09,4.8985963581e+09
2020-03-15 19:25:00,6.7146876240e+09,6.7146876240e+09,4.0459855715e+09,4.0459855715e+09
2020-03-15 19:30:00,6.9890304649e+09,6.9890304649e+09,5.5793079848e+09,5.5793079848e+09
2020-03-15 19:35:00,7.8620493161e+09,7.8620493161e+09,5.9906775418e+09,5.9906775418e+09
2020-03-15 19:40:00,6.8636755692e+09,6.8636755692e+09,6.1472502793e+09,6.1472502793e+09
