DATE,LVET,LVET_peak,ETLV,ETLV_peak
2020-03-28 00:20:00,3.8489805633e+09,3.8489805633e+09,3.9894708760e+07,3.9894708760e+07
2020-03-28 00:25:00,3.9303183867e+09,3.9303183867e+09,4.0296149103e+07,4.0296149103e+07
2020-03-28 00:30:00,3.8528878296e+09,3.8528878296e+09,5.0380770935e+07,5.0380770935e+07
2020-03-28 00:35:00,3.7322393456e+09,3.7322393456e+09,5.4564969607e+07,5.4564969607e+07
2020-03-28 00:40:00,3.8419710770e+09,3.8419710770e+09,4.6868925420e+07,4.6868925420e+07
2020-03-28 00:45:00,3.9267159174e+09,3.9267159174e+09,5.2576381950e+07,5.2576381950e+07
2020-03-28 00:50:00,3.9485130411e+09,3.9485130411e+09,8.6961128073e+07,8.6961128073e+07
2020-03-28 00:55:00,3.7043560482e+09,3.7043560482e+09,3.8538551620e+07,3.8538551620e+07
2020-03-28 01:00:00,4.0015103809e+09,4.0015103809e+09,5.1920631826e+07,5.1920631826e+07
2020-03-28 01:05:00,3.6648033772e+09,3.6648033772e+09,4.3556319471e+07,4.3556319471e+07
2020-03-28 01:10:00,3.8461492542e+09,3.8461492542e+09,4.0951537561e+07,4.0951537561e+07
2020-03-28 01:15:00,3.7696277606e+09,3.7696277606e+09,6.7691597933e+07,6.7691597933e+07
2020-03-28 01:20:00,3.8039167414e+09,3.8039167414e+09,3.9273926340e+07,3.9273926340e+07
2020-03-28 01:25:00,3.8212796189e+09,3.8212796189e+09,3.8848329913e+07,3.8848329913e+07
2020-03-28 01:30:00,3.9151507717e+09,3.9151507717e+09,3.9702103894e+07,3.9702103894e+07
2020-03-28 01:35:00,3.7732055480e+09,3.7732055480e+09,4.3301077312e+07,4.3301077312e+07
2020-03-28 01:40:00,3.7333941612e+09,3.7333941612e+09,3.8508795951e+07,3.8508795951e+07
2020-03-28 01:45:00,3.8404501483e+09,3.8404501483e+09,3.9594628260e+07,3.9594628260e+07
2020-03-28 01:50:00,3.8386394369e+09,3.8386394369e+09,3.5876806379e+07,3.5876806379e+07
