DATE,BGAT,BGAT_peak,ATBG,ATBG_peak
2020-03-25 11:05:00,1.4608291568e+10,1.4608291568e+10,2.7681536855e+09,2.7681536855e+09
2020-03-25 11:10:00,1.5043842781e+10,1.5043842781e+10,2.7439520284e+09,2.7439520284e+09
2020-03-25 11:15:00,1.2506918477e+10,1.2506918477e+10,2.8657538359e+09,2.8657538359e+09
2020-03-25 11:20:00,1.0578693772e+10,1.0578693772e+10,2.8202711040e+09,2.8202711040e+09
2020-03-25 11:25:00,1.1044644428e+10,1.1044644428e+10,2.7391167244e+09,2.7391167244e+09
2020-03-25 11:30:00,1.1222531533e+10,1.1222531533e+10,2.4668336399e+09,2.4668336399e+09
2020-03-25 11:35:00,1.1083839413e+10,1.1083839413e+10,2.2282836556e+09,2.2282836556e+09
2020-03-25 11:40:00,1.1544801952e+10,1.1544801952e+10,2.9358709979e+09,2.9358709979e+09
2020-03-25 11:45:00,1.2073467307e+10,1.2073467307e+10,3.0709112800e+09,3.0709112800e+09
2020-03-25 11:50:00,1.2514838942e+10,1.2514838942e+10,3.0045814912e+09,3.0045814912e+09
2020-03-25 11:55:00,1.3726445806e+10,1.3726445806e+10,3.2826302430e+09,3.2826302430e+09
2020-03-25 12:00:00,1.4358162922e+10,1.4358162922e+10,3.3343949490e+09,3.3343949490e+09
2020-03-25 12:05:00,1.4366111238e+10,1.4366111238e+10,3.7103887868e+09,3.7103887868e+09
2020-03-25 12:10:00,1.4452586185e+10,1.4452586185e+10,3.9849679179e+09,3.9849679179e+09
2020-03-25 12:15:00,1.3806442137e+10,1.3806442137e+10,3.0380260896e+09,3.0380260896e+09
2020-03-25 12:20:00,1.5162235611e+10,1.5162235611e+10,2.9636419429e+09,2.9636419429e+09
2020-03-25 12:25:00,1.5107657003e+10,1.5107657003e+10,3.4192636857e+09,3.4192636857e+09
2020-03-25 12:30:00,1.5084327909e+10,1.5084327909e+10,3.1984666710e+09,3.1984666710e+09
2020-03-25 12:35:00,1.3923225499e+10,1.3923225499e+10,2.6037873670e+09,2.6037873670e+09
2020-03-25 12:40:00,1.4608343205e+10,1.4608343205e+10,3.1229763406e+09,3.1229763406e+09
2020-03-25 12:45:00,1.4391401159e+10,1.4391401159e+10,2.7984495405e+09,2.7984495405e+09
2020-03-25 12:50:00,1.6226344823e+10,1.6226344823e+10,3.9046455379e+09,3.9046455379e+09
2020-03-25 12:55:00,1.5086898735e+10,1.5086898735e+10,3.0114368161e+09,3.0114368161e+09
2020-03-25 13:00:00,1.3893298545e+10,1.3893298545e+10,3.0138658800e+09,3.0138658800e+09
2020-03-25 13:05:00,1.3550225647e+10,1.3550225647e+10,3.7625923982e+09,3.7625923982e+09
