DATE,NLDU,NLDU_peak,DUNL,DUNL_peak
2020-03-22 15:35:00,6.5016925821e+09,6.5016925821e+09,1.4750441778e+04,1.4750441778e+04
2020-03-22 15:40:00,5.8974355446e+09,5.8974355446e+09,1.5776827101e+04,1.5776827101e+04
2020-03-22 15:45:00,4.5261569140e+09,4.5261569140e+09,1.4811611792e+04,1.4811611792e+04
2020-03-22 15:50:00,4.6522289391e+09,4.6522289391e+09,1.4847269537e+04,1.4847269537e+04
2020-03-22 15:55:00,4.8705851928e+09,4.8705851928e+09,1.4923037085e+04,1.4923037085e+04
2020-03-22 16:00:00,5.3461214626e+09,5.3461214626e+09,1.4673254840e+04,1.4673254840e+04
2020-03-22 16:05:00,5.3116430633e+09,5.3116430633e+09,1.4923721067e+04,1.4923721067e+04
2020-03-22 16:10:00,4.3111766750e+09,4.3111766750e+09,1.4621082489e+04,1.4621082489e+04
2020-03-22 16:15:00,5.0190813422e+09,5.0190813422e+09,1.4954389333e+04,1.4954389333e+04
2020-03-22 16:20:00,8.4911398675e+09,8.4911398675e+09,1.4675460444e+04,1.4675460444e+04
2020-03-22 16:25:00,9.4527194390e+09,9.4527194390e+09,1.4839075295e+04,1.4839075295e+04
2020-03-22 16:30:00,9.0377244326e+09,9.0377244326e+09,1.4863973060e+04,1.4863973060e+04
2020-03-22 16:35:00,6.9809697569e+09,6.9809697569e+09,1.4722501665e+04,1.4722501665e+04
2020-03-22 16:40:00,9.2863473878e+09,9.2863473878e+09,1.4653740911e+04,1.4653740911e+04
2020-03-22 16:45:00,8.9473566261e+09,8.9473566261e+09,1.4863978490e+04,1.4863978490e+04
2020-03-22 16:50:00,7.6282141036e+09,7.6282141036e+09,1.5077225348e+04,1.5077225348e+04
2020-03-22 16:55:00,1.1864801012e+10,1.1864801012e+10,1.4724243781e+04,1.4724243781e+04
2020-03-22 17:00:00,1.3051836297e+10,1.3051836297e+10,1.4771789005e+04,1.4771789005e+04
2020-03-22 17:05:00,9.8727447023e+09,9.8727447023e+09,1.4314616311e+04,1.4314616311e+04
2020-03-22 17:10:00,1.0477226731e+10,1.0477226731e+10,1.5138545559e+04,1.5138545559e+04
2020-03-22 17:15:00,1.4333150797e+10,1.4333150797e+10,1.4914003204e+04,1.4914003204e+04
2020-03-22 17:20:00,1.0422672107e+10,1.0422672107e+10,1.4607094028e+04,1.4607094028e+04
2020-03-22 17:25:00,1.4947078021e+10,1.4947078021e+10,1.4933957698e+04,1.4933957698e+04
2020-03-22 17:30:00,1.1012170715e+10,1.1012170715e+10,1.4726066579e+04,1.4726066579e+04
2020-03-22 17:35:00,1.3328850452e+10,1.3328850452e+10,1.5547406665e+04,1.5547406665e+04
2020-03-22 17:40:00,9.7407287776e+09,9.7407287776e+09,1.4802158756e+04,1.4802158756e+04
2020-03-22 17:45:00,1.1287675792e+10,1.1287675792e+10,1.4815530922e+04,1.4815530922e+04
2020-03-22 17:50:00,6.6826065001e+09,6.6826065001e+09,1.5159354945e+04,1.5159354945e+04
2020-03-22 17:55:00,9.7659408421e+09,9.7659408421e+09,1.4681264267e+04,1.4681264267e+04
2020-03-22 18:00:00,1.5439300807e+10,1.5439300807e+10,1.4849912896e+04,1.4849912896e+04
2020-03-22 18:05:00,1.0236083154e+10,1.0236083154e+10,1.4612140881e+04,1.4612140881e+04
2020-03-22 18:10:00,1.4281603263e+10,1.4281603263e+10,1.4786513279e+04,1.4786513279e+04
2020-03-22 18:15:00,1.3435403172e+10,1.3435403172e+10,1.4965163900e+04,1.4965163900e+04
2020-03-22 18:20:00,1.3469718463e+10,1.3469718463e+10,1.4657096211e+04,1.4657096211e+04
2020-03-22 18:25:00,1.3623360359e+10,1.3623360359e+10,1.5637225366e+04,1.5637225366e+04
2020-03-22 18:30:00,1.5007969055e+10,1.5007969055e+10,1.4571454209e+04,1.4571454209e+04
2020-03-22 18:35:00,1.2837808846e+10,1.2837808846e+10,1.4899334511e+04,1.4899334511e+04
2020-03-22 18:40:00,1.0981648005e+10,1.0981648005e+10,1.5212220361e+04,1.5212220361e+04
2020-03-22 18:45:00,7.5022436584e+09,7.5022436584e+09,1.5582098652e+04,1.5582098652e+04
2020-03-22 18:50:00,7.8296205427e+09,7.8296205427e+09,1.4514794254e+04,1.4514794254e+04
2020-03-22 18:55:00,7.6626842678e+09,7.6626842678e+09,1.5038596414e+04,1.5038596414e+04
2020-03-22 19:00:00,6.4072876935e+09,6.4072876935e+09,1.4965100685e+04,1.4965100685e+04
2020-03-22 19:05:00,8.6280697439e+09,8.6280697439e+09,1.4529399025e+04,1.4529399025e+04
2020-03-22 19:10:00,8.7179139587e+09,8.7179139587e+09,1.4829609000e+04,1.4829609000e+04
2020-03-22 19:15:00,1.0336167334e+10,1.0336167334e+10,1.4817190400e+04,1.4817190400e+04
2020-03-22 19:20:00,1.3022777725e+10,1.3022777725e+10,1.4794736711e+04,1.4794736711e+04
2020-03-22 19:25:00,1.0132724575e+10,1.0132724575e+10,1.5108109156e+04,1.5108109156e+04
2020-03-22 19:30:00,8.6860273057e+09,8.6860273057e+09,1.5011664722e+04,1.5011664722e+04
2020-03-22 19:35:00,9.6067258224e+09,9.6067258224e+09,1.5275805233e+04,1.5275805233e+04
2020-03-22 19:40:00,4.6799585649e+09,4.6799585649e+09,1.5250416800e+04,1.5250416800e+04
2020-03-22 19:45:00,3.5570793109e+09,3.5570793109e+09,1.4589288533e+04,1.4589288533e+04
