DATE,IEUK,IEUK_peak,UKIE,IEUK_peak
2020-03-15 12:40:00,7.8730933820e+08,7.8730933820e+08,3.4777574824e+09,3.4777574824e+09
2020-03-15 12:45:00,1.0215396160e+09,1.0215396160e+09,3.5051131988e+09,3.5051131988e+09
2020-03-15 12:50:00,9.0257279304e+08,9.0257279304e+08,3.5649301995e+09,3.5649301995e+09
2020-03-15 12:55:00,9.7310880149e+08,9.7310880149e+08,3.5153096322e+09,3.5153096322e+09
2020-03-15 13:00:00,7.3577352767e+08,7.3577352767e+08,3.5225112151e+09,3.5225112151e+09
2020-03-15 13:05:00,7.5788866202e+08,7.5788866202e+08,3.5886345194e+09,3.5886345194e+09
2020-03-15 13:10:00,7.6209798818e+08,7.6209798818e+08,3.4485001991e+09,3.4485001991e+09
2020-03-15 13:15:00,8.5970648499e+08,8.5970648499e+08,3.7472201378e+09,3.7472201378e+09
2020-03-15 13:20:00,8.0158244403e+08,8.0158244403e+08,3.5144125451e+09,3.5144125451e+09
2020-03-15 13:25:00,7.4418609510e+08,7.4418609510e+08,3.4546128482e+09,3.4546128482e+09
2020-03-15 13:30:00,1.0980024188e+09,1.0980024188e+09,3.5111459436e+09,3.5111459436e+09
2020-03-15 13:35:00,7.8166739122e+08,7.8166739122e+08,3.6043038790e+09,3.6043038790e+09
2020-03-15 13:40:00,8.4086547445e+08,8.4086547445e+08,3.6145392183e+09,3.6145392183e+09
2020-03-15 13:45:00,8.0067702639e+08,8.0067702639e+08,3.4901456371e+09,3.4901456371e+09
2020-03-15 13:50:00,8.5895912554e+08,8.5895912554e+08,3.5021134327e+09,3.5021134327e+09
2020-03-15 13:55:00,7.2630652091e+08,7.2630652091e+08,3.5323744921e+09,3.5323744921e+09
2020-03-15 14:00:00,7.2658413784e+08,7.2658413784e+08,3.5390626769e+09,3.5390626769e+09
2020-03-15 14:05:00,7.8656197080e+08,7.8656197080e+08,3.6201500395e+09,3.6201500395e+09
2020-03-15 14:10:00,7.8549626188e+08,7.8549626188e+08,3.6410979906e+09,3.6410979906e+09
2020-03-15 14:15:00,8.7700100527e+08,8.7700100527e+08,3.5526160097e+09,3.5526160097e+09
2020-03-15 14:20:00,7.7618406009e+08,7.7618406009e+08,3.4888911339e+09,3.4888911339e+09
2020-03-15 14:25:00,7.7119907726e+08,7.7119907726e+08,3.5167222112e+09,3.5167222112e+09
2020-03-15 14:30:00,8.3150319810e+08,8.3150319810e+08,3.5362346395e+09,3.5362346395e+09
2020-03-15 14:35:00,9.9436548353e+08,9.9436548353e+08,3.7063668005e+09,3.7063668005e+09
2020-03-15 14:40:00,9.3952534978e+08,9.3952534978e+08,3.5724189070e+09,3.5724189070e+09
2020-03-15 14:45:00,9.8283290391e+08,9.8283290391e+08,3.7494318171e+09,3.7494318171e+09
2020-03-15 14:50:00,8.7287102663e+08,8.7287102663e+08,3.5956458768e+09,3.5956458768e+09
2020-03-15 14:55:00,8.3831895796e+08,8.3831895796e+08,3.4804245371e+09,3.4804245371e+09
2020-03-15 15:00:00,7.7072191051e+08,7.7072191051e+08,3.6085974775e+09,3.6085974775e+09
2020-03-15 15:05:00,7.4665387955e+08,7.4665387955e+08,3.4814243260e+09,3.4814243260e+09
2020-03-15 15:10:00,8.0819657640e+08,8.0819657640e+08,3.5808737212e+09,3.5808737212e+09
2020-03-15 15:15:00,7.3160543956e+08,7.3160543956e+08,3.5216331620e+09,3.5216331620e+09
2020-03-15 15:20:00,7.8702416746e+08,7.8702416746e+08,3.6061695450e+09,3.6061695450e+09
2020-03-15 15:25:00,7.9829250455e+08,7.9829250455e+08,3.5747147885e+09,3.5747147885e+09
2020-03-15 15:30:00,9.1800470192e+08,9.1800470192e+08,3.5739724886e+09,3.5739724886e+09
2020-03-15 15:35:00,7.3936595911e+08,7.3936595911e+08,3.7284228064e+09,3.7284228064e+09
2020-03-15 15:40:00,7.8778916874e+08,7.8778916874e+08,3.5478634963e+09,3.5478634963e+09
2020-03-15 15:45:00,9.3204970232e+08,9.3204970232e+08,3.5114598095e+09,3.5114598095e+09
2020-03-15 15:50:00,7.2508960152e+08,7.2508960152e+08,3.7399793713e+09,3.7399793713e+09
2020-03-15 15:55:00,7.9430155129e+08,7.9430155129e+08,3.4975580920e+09,3.4975580920e+09
2020-03-15 16:00:00,6.7654100673e+08,6.7654100673e+08,3.4537624624e+09,3.4537624624e+09
2020-03-15 16:05:00,7.9096662333e+08,7.9096662333e+08,3.6819568580e+09,3.6819568580e+09
2020-03-15 16:10:00,8.0016854998e+08,8.0016854998e+08,3.4956500976e+09,3.4956500976e+09
2020-03-15 16:15:00,8.2120336542e+08,8.2120336542e+08,3.5505494290e+09,3.5505494290e+09
2020-03-15 16:20:00,7.6485436481e+08,7.6485436481e+08,3.5137241788e+09,3.5137241788e+09
2020-03-15 16:25:00,7.9044428554e+08,7.9044428554e+08,3.5016292420e+09,3.5016292420e+09
2020-03-15 16:30:00,8.6475181379e+08,8.6475181379e+08,3.6115294831e+09,3.6115294831e+09
2020-03-15 16:35:00,8.5937171818e+08,8.5937171818e+08,3.6050644826e+09,3.6050644826e+09
2020-03-15 16:40:00,8.5173944532e+08,8.5173944532e+08,3.6406427770e+09,3.6406427770e+09
2020-03-15 16:45:00,8.2845729851e+08,8.2845729851e+08,3.6739833034e+09,3.6739833034e+09
2020-03-15 16:50:00,8.8213106421e+08,8.8213106421e+08,3.5896046182e+09,3.5896046182e+09
2020-03-15 16:55:00,9.0242273169e+08,9.0242273169e+08,3.5018904419e+09,3.5018904419e+09
2020-03-15 17:00:00,8.2976718487e+08,8.2976718487e+08,3.4645295193e+09,3.4645295193e+09
2020-03-15 17:05:00,9.2356304762e+08,9.2356304762e+08,3.5996378066e+09,3.5996378066e+09
2020-03-15 17:10:00,8.5552117785e+08,8.5552117785e+08,3.7328516195e+09,3.7328516195e+09
2020-03-15 17:15:00,8.6983265458e+08,8.6983265458e+08,3.5457967069e+09,3.5457967069e+09
2020-03-15 17:20:00,9.8511229358e+08,9.8511229358e+08,3.4939830386e+09,3.4939830386e+09
2020-03-15 17:25:00,8.8317412442e+08,8.8317412442e+08,3.4805608839e+09,3.4805608839e+09
2020-03-15 17:30:00,8.5176915033e+08,8.5176915033e+08,3.3940730272e+09,3.3940730272e+09
2020-03-15 17:35:00,8.5050846510e+08,8.5050846510e+08,3.1933299575e+09,3.1933299575e+09
2020-03-15 17:40:00,8.5548637654e+08,8.5548637654e+08,3.5956226447e+09,3.5956226447e+09
2020-03-15 17:45:00,8.0148959682e+08,8.0148959682e+08,3.0864268264e+09,3.0864268264e+09
