DATE,PTUK,PTUK_peak,UKPT,PTUK_peak
2020-03-24 14:15:00,1.3062902960e+09,1.3062902960e+09,3.3134494130e+08,3.3134494130e+08
2020-03-24 14:20:00,1.3127688690e+09,1.3127688690e+09,3.3416130045e+08,3.3416130045e+08
2020-03-24 14:25:00,1.6523477244e+09,1.6523477244e+09,3.3406268765e+08,3.3406268765e+08
2020-03-24 14:30:00,1.0074711659e+09,1.0074711659e+09,3.4477900565e+08,3.4477900565e+08
2020-03-24 14:35:00,1.1954227651e+09,1.1954227651e+09,3.9917569903e+08,3.9917569903e+08
2020-03-24 14:40:00,1.6530557152e+09,1.6530557152e+09,3.8009047334e+08,3.8009047334e+08
2020-03-24 14:45:00,1.5348392689e+09,1.5348392689e+09,3.7910008668e+08,3.7910008668e+08
2020-03-24 14:50:00,1.5483252202e+09,1.5483252202e+09,4.0934891773e+08,4.0934891773e+08
2020-03-24 14:55:00,1.3610219753e+09,1.3610219753e+09,4.1468006283e+08,4.1468006283e+08
2020-03-24 15:00:00,1.4030801370e+09,1.4030801370e+09,3.8749663217e+08,3.8749663217e+08
2020-03-24 15:05:00,1.2547094762e+09,1.2547094762e+09,5.2162484681e+08,5.2162484681e+08
2020-03-24 15:10:00,1.2418437899e+09,1.2418437899e+09,4.3015368435e+08,4.3015368435e+08
2020-03-24 15:15:00,1.2273396389e+09,1.2273396389e+09,4.7720845074e+08,4.7720845074e+08
2020-03-24 15:20:00,1.4205219600e+09,1.4205219600e+09,5.1509878684e+08,5.1509878684e+08
2020-03-24 15:25:00,1.3048323513e+09,1.3048323513e+09,4.3639919107e+08,4.3639919107e+08
2020-03-24 15:30:00,1.5443257943e+09,1.5443257943e+09,4.1343561369e+08,4.1343561369e+08
2020-03-24 15:35:00,1.9855280666e+09,1.9855280666e+09,4.5016863401e+08,4.5016863401e+08
2020-03-24 15:40:00,1.3227090785e+09,1.3227090785e+09,5.1971131048e+08,5.1971131048e+08
2020-03-24 15:45:00,1.4995918488e+09,1.4995918488e+09,4.7447735695e+08,4.7447735695e+08
2020-03-24 15:50:00,1.3031862516e+09,1.3031862516e+09,5.2625799630e+08,5.2625799630e+08
2020-03-24 15:55:00,1.9237541557e+09,1.9237541557e+09,4.2653733621e+08,4.2653733621e+08
2020-03-24 16:00:00,1.4659067935e+09,1.4659067935e+09,5.5828161218e+08,5.5828161218e+08
2020-03-24 16:05:00,1.2533425904e+09,1.2533425904e+09,5.8165933587e+08,5.8165933587e+08
2020-03-24 16:10:00,1.3161289791e+09,1.3161289791e+09,7.1836983368e+08,7.1836983368e+08
2020-03-24 16:15:00,1.2140846041e+09,1.2140846041e+09,6.4439426925e+08,6.4439426925e+08
