DATE,LNLV,LNLV_peak,LVLN,LNLV_peak
2020-03-15 13:55:00,3.2410792114e+05,3.2410792114e+05,1.3473570168e+06,1.3473570168e+06
2020-03-15 14:00:00,3.0163399196e+05,3.0163399196e+05,3.2360907469e+05,3.2360907469e+05
2020-03-15 14:05:00,3.2733672409e+05,3.2733672409e+05,3.2970109397e+06,3.2970109397e+06
2020-03-15 14:10:00,3.3283140747e+05,3.3283140747e+05,9.8653397120e+05,9.8653397120e+05
2020-03-15 14:15:00,3.5706781335e+05,3.5706781335e+05,1.3852957512e+06,1.3852957512e+06
2020-03-15 14:20:00,3.6218690424e+05,3.6218690424e+05,1.4614994763e+06,1.4614994763e+06
2020-03-15 14:25:00,3.4326854677e+05,3.4326854677e+05,1.7723527180e+06,1.7723527180e+06
2020-03-15 14:30:00,3.0452408675e+05,3.0452408675e+05,3.2374124546e+05,3.2374124546e+05
2020-03-15 14:35:00,2.9880592525e+05,2.9880592525e+05,3.1137660467e+05,3.1137660467e+05
2020-03-15 14:40:00,3.0044577841e+05,3.0044577841e+05,3.0925736409e+05,3.0925736409e+05
2020-03-15 14:45:00,3.3176833618e+05,3.3176833618e+05,3.2545336693e+05,3.2545336693e+05
2020-03-15 14:50:00,3.1947392320e+05,3.1947392320e+05,4.5801041884e+05,4.5801041884e+05
2020-03-15 14:55:00,3.2564935093e+05,3.2564935093e+05,1.6769035285e+06,1.6769035285e+06
2020-03-15 15:00:00,2.9567208955e+05,2.9567208955e+05,3.1586776270e+05,3.1586776270e+05
2020-03-15 15:05:00,3.2588978269e+05,3.2588978269e+05,3.3023460732e+06,3.3023460732e+06
2020-03-15 15:10:00,3.0398879999e+05,3.0398879999e+05,3.2254642224e+05,3.2254642224e+05
2020-03-15 15:15:00,2.9664436634e+05,2.9664436634e+05,3.1019853406e+05,3.1019853406e+05
2020-03-15 15:20:00,3.0504266809e+05,3.0504266809e+05,6.6754956818e+05,6.6754956818e+05
2020-03-15 15:25:00,3.3151834471e+05,3.3151834471e+05,1.6450179067e+06,1.6450179067e+06
2020-03-15 15:30:00,3.0147594061e+05,3.0147594061e+05,3.1962110033e+05,3.1962110033e+05
2020-03-15 15:35:00,3.0234210481e+05,3.0234210481e+05,3.1837153549e+05,3.1837153549e+05
2020-03-15 15:40:00,2.9501510832e+05,2.9501510832e+05,3.0852537512e+05,3.0852537512e+05
2020-03-15 15:45:00,3.0024598225e+05,3.0024598225e+05,3.0995434799e+05,3.0995434799e+05
2020-03-15 15:50:00,3.1353202862e+05,3.1353202862e+05,6.6922639076e+05,6.6922639076e+05
2020-03-15 15:55:00,3.3738845991e+05,3.3738845991e+05,1.5453956384e+06,1.5453956384e+06
2020-03-15 16:00:00,3.1771584818e+05,3.1771584818e+05,1.0981818581e+06,1.0981818581e+06
2020-03-15 16:05:00,4.7685723863e+06,4.7685723863e+06,5.9812402944e+06,5.9812402944e+06
2020-03-15 16:10:00,6.6005563052e+06,6.6005563052e+06,3.1344507746e+06,3.1344507746e+06
2020-03-15 16:15:00,6.6623955838e+06,6.6623955838e+06,2.8526358304e+06,2.8526358304e+06
2020-03-15 16:20:00,6.5266667723e+06,6.5266667723e+06,3.3557981020e+06,3.3557981020e+06
2020-03-15 16:25:00,6.6308143609e+06,6.6308143609e+06,4.2913913275e+06,4.2913913275e+06
2020-03-15 16:30:00,5.9694464564e+06,5.9694464564e+06,2.8567216581e+06,2.8567216581e+06
2020-03-15 16:35:00,6.0400659552e+06,6.0400659552e+06,3.0206000149e+06,3.0206000149e+06
2020-03-15 16:40:00,6.9451387260e+06,6.9451387260e+06,3.2291643110e+06,3.2291643110e+06
2020-03-15 16:45:00,6.7708071800e+06,6.7708071800e+06,3.1706386127e+06,3.1706386127e+06
2020-03-15 16:50:00,6.8188049116e+06,6.8188049116e+06,3.3181339005e+06,3.3181339005e+06
2020-03-15 16:55:00,7.5807739563e+06,7.5807739563e+06,4.4690686848e+06,4.4690686848e+06
2020-03-15 17:00:00,7.9108218778e+06,7.9108218778e+06,3.5160338114e+06,3.5160338114e+06
2020-03-15 17:05:00,5.5392004076e+05,5.5392004076e+05,6.2955214169e+06,6.2955214169e+06
2020-03-15 17:10:00,3.5451397726e+05,3.5451397726e+05,3.6012379657e+06,3.6012379657e+06
2020-03-15 17:15:00,3.4671287793e+05,3.4671287793e+05,3.6807299362e+06,3.6807299362e+06
