DATE,CHFN,CHFN_peak,FNCH,CHFN_peak
2020-03-15 13:05:00,7.9810455339e+09,7.9810455339e+09,5.0036617457e+09,5.0036617457e+09
2020-03-15 13:10:00,7.9839653616e+09,7.9839653616e+09,6.0683006652e+09,6.0683006652e+09
2020-03-15 13:15:00,9.9903243199e+09,9.9903243199e+09,5.5487311865e+09,5.5487311865e+09
2020-03-15 13:20:00,1.0580775668e+10,1.0580775668e+10,5.7385697435e+09,5.7385697435e+09
2020-03-15 13:25:00,1.3081549855e+10,1.3081549855e+10,6.5385708633e+09,6.5385708633e+09
2020-03-15 13:30:00,9.8264824083e+09,9.8264824083e+09,6.5206194151e+09,6.5206194151e+09
2020-03-15 13:35:00,8.0611973774e+09,8.0611973774e+09,6.4032780922e+09,6.4032780922e+09
2020-03-15 13:40:00,1.0025854844e+10,1.0025854844e+10,7.5941407817e+09,7.5941407817e+09
2020-03-15 13:45:00,9.9885172587e+09,9.9885172587e+09,8.0235708650e+09,8.0235708650e+09
2020-03-15 13:50:00,8.0612693878e+09,8.0612693878e+09,6.7491866369e+09,6.7491866369e+09
2020-03-15 13:55:00,8.8262129601e+09,8.8262129601e+09,1.0574925386e+10,1.0574925386e+10
2020-03-15 14:00:00,8.2705242868e+09,8.2705242868e+09,1.3262562171e+10,1.3262562171e+10
2020-03-15 14:05:00,8.4246695901e+09,8.4246695901e+09,1.2303498557e+10,1.2303498557e+10
2020-03-15 14:10:00,9.6136744888e+09,9.6136744888e+09,9.9788309799e+09,9.9788309799e+09
2020-03-15 14:15:00,1.0287899067e+10,1.0287899067e+10,9.1955407165e+09,9.1955407165e+09
2020-03-15 14:20:00,8.9808910516e+09,8.9808910516e+09,8.8854258736e+09,8.8854258736e+09
2020-03-15 14:25:00,8.3346633484e+09,8.3346633484e+09,7.3832864129e+09,7.3832864129e+09
2020-03-15 14:30:00,8.1351194583e+09,8.1351194583e+09,8.3168048553e+09,8.3168048553e+09
2020-03-15 14:35:00,9.1526122855e+09,9.1526122855e+09,7.8796355901e+09,7.8796355901e+09
2020-03-15 14:40:00,7.5308830495e+09,7.5308830495e+09,8.0670847554e+09,8.0670847554e+09
2020-03-15 14:45:00,9.0638568116e+09,9.0638568116e+09,8.0326830409e+09,8.0326830409e+09
2020-03-15 14:50:00,6.9320871909e+09,6.9320871909e+09,7.2853667201e+09,7.2853667201e+09
2020-03-15 14:55:00,5.9531180890e+09,5.9531180890e+09,9.6001710677e+09,9.6001710677e+09
2020-03-15 15:00:00,6.6320774608e+09,6.6320774608e+09,9.0245208581e+09,9.0245208581e+09
2020-03-15 15:05:00,7.1557181136e+09,7.1557181136e+09,8.0893208777e+09,8.0893208777e+09
2020-03-15 15:10:00,7.4883661811e+09,7.4883661811e+09,9.0053968900e+09,9.0053968900e+09
2020-03-15 15:15:00,7.4726703817e+09,7.4726703817e+09,7.9438000442e+09,7.9438000442e+09
2020-03-15 15:20:00,7.2049373878e+09,7.2049373878e+09,6.2223649851e+09,6.2223649851e+09
2020-03-15 15:25:00,8.3024373404e+09,8.3024373404e+09,6.5499588543e+09,6.5499588543e+09
2020-03-15 15:30:00,6.7011850219e+09,6.7011850219e+09,6.0926958918e+09,6.0926958918e+09
2020-03-15 15:35:00,7.7639090126e+09,7.7639090126e+09,6.4965129616e+09,6.4965129616e+09
2020-03-15 15:40:00,8.2235314638e+09,8.2235314638e+09,9.3282330405e+09,9.3282330405e+09
2020-03-15 15:45:00,7.7756369829e+09,7.7756369829e+09,7.8295847975e+09,7.8295847975e+09
2020-03-15 15:50:00,7.8198154896e+09,7.8198154896e+09,8.9112150939e+09,8.9112150939e+09
2020-03-15 15:55:00,8.7299686300e+09,8.7299686300e+09,7.8330609867e+09,7.8330609867e+09
2020-03-15 16:00:00,8.6866027543e+09,8.6866027543e+09,7.0381248773e+09,7.0381248773e+09
2020-03-15 16:05:00,1.0466700221e+10,1.0466700221e+10,7.5237912105e+09,7.5237912105e+09
2020-03-15 16:10:00,9.8759823071e+09,9.8759823071e+09,6.8692259931e+09,6.8692259931e+09
2020-03-15 16:15:00,1.6666520956e+10,1.6666520956e+10,6.8301724000e+09,6.8301724000e+09
2020-03-15 16:20:00,1.6173373529e+10,1.6173373529e+10,7.1788674124e+09,7.1788674124e+09
2020-03-15 16:25:00,1.3360565551e+10,1.3360565551e+10,6.8095098783e+09,6.8095098783e+09
