DATE,GCAT,GCAT_peak,ATGC,ATGC_peak
2020-03-22 15:30:00,1.7812709739e+09,1.7812709739e+09,4.5963071403e+09,4.5963071403e+09
2020-03-22 15:35:00,1.9018367771e+09,1.9018367771e+09,5.5562089308e+09,5.5562089308e+09
2020-03-22 15:40:00,2.1325409137e+09,2.1325409137e+09,6.5313965852e+09,6.5313965852e+09
2020-03-22 15:45:00,2.0052517825e+09,2.0052517825e+09,6.4584430642e+09,6.4584430642e+09
2020-03-22 15:50:00,2.0612448732e+09,2.0612448732e+09,5.0468408733e+09,5.0468408733e+09
2020-03-22 15:55:00,2.2225526978e+09,2.2225526978e+09,5.0765776699e+09,5.0765776699e+09
2020-03-22 16:00:00,2.3275222381e+09,2.3275222381e+09,5.6142042219e+09,5.6142042219e+09
2020-03-22 16:05:00,2.4259980281e+09,2.4259980281e+09,7.6199426382e+09,7.6199426382e+09
2020-03-22 16:10:00,2.5283085994e+09,2.5283085994e+09,6.7658269247e+09,6.7658269247e+09
2020-03-22 16:15:00,2.5107790160e+09,2.5107790160e+09,8.1975264493e+09,8.1975264493e+09
2020-03-22 16:20:00,2.3179655848e+09,2.3179655848e+09,9.0252238848e+09,9.0252238848e+09
2020-03-22 16:25:00,2.2908569534e+09,2.2908569534e+09,8.4034014350e+09,8.4034014350e+09
2020-03-22 16:30:00,2.2384045776e+09,2.2384045776e+09,6.7143831966e+09,6.7143831966e+09
2020-03-22 16:35:00,2.0765583415e+09,2.0765583415e+09,8.2436516122e+09,8.2436516122e+09
2020-03-22 16:40:00,2.1180616905e+09,2.1180616905e+09,8.5185973597e+09,8.5185973597e+09
2020-03-22 16:45:00,2.2638772935e+09,2.2638772935e+09,8.2358991927e+09,8.2358991927e+09
2020-03-22 16:50:00,2.2036555037e+09,2.2036555037e+09,8.9375695054e+09,8.9375695054e+09
2020-03-22 16:55:00,2.0915969030e+09,2.0915969030e+09,9.4514421918e+09,9.4514421918e+09
2020-03-22 17:00:00,2.0816729342e+09,2.0816729342e+09,6.8763613012e+09,6.8763613012e+09
2020-03-22 17:05:00,1.9726571320e+09,1.9726571320e+09,9.5383254285e+09,9.5383254285e+09
2020-03-22 17:10:00,2.0181856728e+09,2.0181856728e+09,7.9850573592e+09,7.9850573592e+09
2020-03-22 17:15:00,2.0820833522e+09,2.0820833522e+09,7.8802748056e+09,7.8802748056e+09
2020-03-22 17:20:00,2.1871535593e+09,2.1871535593e+09,5.7059521110e+09,5.7059521110e+09
2020-03-22 17:25:00,2.1332322440e+09,2.1332322440e+09,6.8243086648e+09,6.8243086648e+09
2020-03-22 17:30:00,1.8877266571e+09,1.8877266571e+09,6.0408969223e+09,6.0408969223e+09
2020-03-22 17:35:00,1.8397166363e+09,1.8397166363e+09,7.0960583461e+09,7.0960583461e+09
2020-03-22 17:40:00,1.9394626568e+09,1.9394626568e+09,6.6122149984e+09,6.6122149984e+09
2020-03-22 17:45:00,1.9546521736e+09,1.9546521736e+09,7.8456323035e+09,7.8456323035e+09
2020-03-22 17:50:00,1.9856620365e+09,1.9856620365e+09,7.5750316749e+09,7.5750316749e+09
2020-03-22 17:55:00,1.9938159986e+09,1.9938159986e+09,8.6025972050e+09,8.6025972050e+09
2020-03-22 18:00:00,2.0191692416e+09,2.0191692416e+09,7.3526580341e+09,7.3526580341e+09
2020-03-22 18:05:00,1.9336780241e+09,1.9336780241e+09,8.2804830149e+09,8.2804830149e+09
2020-03-22 18:10:00,2.0861699450e+09,2.0861699450e+09,8.1847075598e+09,8.1847075598e+09
2020-03-22 18:15:00,2.0965369289e+09,2.0965369289e+09,8.0370275579e+09,8.0370275579e+09
2020-03-22 18:20:00,2.0501233904e+09,2.0501233904e+09,7.3953199186e+09,7.3953199186e+09
2020-03-22 18:25:00,2.0377227768e+09,2.0377227768e+09,9.2006470404e+09,9.2006470404e+09
2020-03-22 18:30:00,2.0201978693e+09,2.0201978693e+09,5.9081095498e+09,5.9081095498e+09
2020-03-22 18:35:00,1.9880855094e+09,1.9880855094e+09,7.7173177439e+09,7.7173177439e+09
2020-03-22 18:40:00,1.8742704454e+09,1.8742704454e+09,6.6233752692e+09,6.6233752692e+09
2020-03-22 18:45:00,1.9065214597e+09,1.9065214597e+09,5.6556147126e+09,5.6556147126e+09
2020-03-22 18:50:00,1.8584436253e+09,1.8584436253e+09,7.3482080381e+09,7.3482080381e+09
2020-03-22 18:55:00,1.9907159917e+09,1.9907159917e+09,7.9218599784e+09,7.9218599784e+09
2020-03-22 19:00:00,2.0122716108e+09,2.0122716108e+09,4.8554166397e+09,4.8554166397e+09
2020-03-22 19:05:00,2.0193544408e+09,2.0193544408e+09,7.2137264758e+09,7.2137264758e+09
2020-03-22 19:10:00,2.0234267509e+09,2.0234267509e+09,5.9344029915e+09,5.9344029915e+09
2020-03-22 19:15:00,2.1162230156e+09,2.1162230156e+09,6.0302214330e+09,6.0302214330e+09
2020-03-22 19:20:00,1.9908253768e+09,1.9908253768e+09,7.8375312197e+09,7.8375312197e+09
2020-03-22 19:25:00,2.0781960054e+09,2.0781960054e+09,6.6199516596e+09,6.6199516596e+09
2020-03-22 19:30:00,2.0221677663e+09,2.0221677663e+09,6.1806729376e+09,6.1806729376e+09
2020-03-22 19:35:00,1.9530043695e+09,1.9530043695e+09,6.9962478483e+09,6.9962478483e+09
2020-03-22 19:40:00,1.9480829552e+09,1.9480829552e+09,8.4279038513e+09,8.4279038513e+09
2020-03-22 19:45:00,1.8557589869e+09,1.8557589869e+09,8.9505990813e+09,8.9505990813e+09
