DATE,SKAT,SKAT_peak,ATSK,ATSK_peak
2020-03-15 18:05:00,5.5615386812e+09,5.5615386812e+09,1.3358409669e+09,1.3358409669e+09
2020-03-15 18:10:00,6.4195720334e+09,6.4195720334e+09,1.1744883426e+09,1.1744883426e+09
2020-03-15 18:15:00,5.8629341950e+09,5.8629341950e+09,1.1942117000e+09,1.1942117000e+09
2020-03-15 18:20:00,7.9459103674e+09,7.9459103674e+09,1.1140973560e+09,1.1140973560e+09
2020-03-15 18:25:00,9.2666197583e+09,9.2666197583e+09,9.6121208159e+08,9.6121208159e+08
2020-03-15 18:30:00,9.8449207986e+09,9.8449207986e+09,9.5706470013e+08,9.5706470013e+08
2020-03-15 18:35:00,1.0434792252e+10,1.0434792252e+10,1.0743342902e+09,1.0743342902e+09
2020-03-15 18:40:00,1.0722054783e+10,1.0722054783e+10,9.1510753258e+08,9.1510753258e+08
2020-03-15 18:45:00,1.0646832728e+10,1.0646832728e+10,6.9398663181e+08,6.9398663181e+08
2020-03-15 18:50:00,1.1283055115e+10,1.1283055115e+10,5.8156288809e+08,5.8156288809e+08
2020-03-15 18:55:00,1.1953854801e+10,1.1953854801e+10,6.3632897456e+08,6.3632897456e+08
2020-03-15 19:00:00,1.1406837106e+10,1.1406837106e+10,6.9098859683e+08,6.9098859683e+08
2020-03-15 19:05:00,7.3852231485e+09,7.3852231485e+09,6.3775347676e+08,6.3775347676e+08
2020-03-15 19:10:00,8.7996305512e+09,8.7996305512e+09,6.8504325917e+08,6.8504325917e+08
2020-03-15 19:15:00,5.5875260069e+09,5.5875260069e+09,7.1212862547e+08,7.1212862547e+08
2020-03-15 19:20:00,6.1776580444e+09,6.1776580444e+09,1.0025547932e+09,1.0025547932e+09
2020-03-15 19:25:00,1.0391970978e+10,1.0391970978e+10,6.3413706947e+08,6.3413706947e+08
2020-03-15 19:30:00,4.7067587402e+09,4.7067587402e+09,4.8124663701e+08,4.8124663701e+08
2020-03-15 19:35:00,8.1122510772e+09,8.1122510772e+09,6.3316903501e+08,6.3316903501e+08
2020-03-15 19:40:00,6.8573674802e+09,6.8573674802e+09,4.9543392698e+08,4.9543392698e+08
2020-03-15 19:45:00,6.1608365199e+09,6.1608365199e+09,6.2712957217e+08,6.2712957217e+08
