DATE,HUAT,HUAT_peak,ATHU,ATHU_peak
2020-03-22 13:40:00,9.4743355088e+09,9.4743355088e+09,6.1383263023e+09,6.1383263023e+09
2020-03-22 13:45:00,9.2413918171e+09,9.2413918171e+09,6.7426245256e+09,6.7426245256e+09
2020-03-22 13:50:00,9.7743674502e+09,9.7743674502e+09,6.7310857851e+09,6.7310857851e+09
2020-03-22 13:55:00,9.8540611923e+09,9.8540611923e+09,6.7145962979e+09,6.7145962979e+09
2020-03-22 14:00:00,1.0220219077e+10,1.0220219077e+10,7.0263931879e+09,7.0263931879e+09
2020-03-22 14:05:00,1.0674949604e+10,1.0674949604e+10,7.1072608111e+09,7.1072608111e+09
2020-03-22 14:10:00,1.0430570423e+10,1.0430570423e+10,6.6797277923e+09,6.6797277923e+09
2020-03-22 14:15:00,1.0331409000e+10,1.0331409000e+10,6.9466192421e+09,6.9466192421e+09
2020-03-22 14:20:00,1.0790644149e+10,1.0790644149e+10,6.4624585580e+09,6.4624585580e+09
2020-03-22 14:25:00,1.0571694873e+10,1.0571694873e+10,6.8591617586e+09,6.8591617586e+09
2020-03-22 14:30:00,1.1148882446e+10,1.1148882446e+10,5.6433853698e+09,5.6433853698e+09
2020-03-22 14:35:00,1.1237441514e+10,1.1237441514e+10,4.6317025578e+09,4.6317025578e+09
2020-03-22 14:40:00,1.1741269933e+10,1.1741269933e+10,4.7826874789e+09,4.7826874789e+09
2020-03-22 14:45:00,1.1115547652e+10,1.1115547652e+10,5.3978571497e+09,5.3978571497e+09
2020-03-22 14:50:00,1.1412891184e+10,1.1412891184e+10,3.4515623884e+09,3.4515623884e+09
2020-03-22 14:55:00,1.1036409247e+10,1.1036409247e+10,3.4026865633e+09,3.4026865633e+09
2020-03-22 15:00:00,1.0726375769e+10,1.0726375769e+10,2.7634528618e+09,2.7634528618e+09
2020-03-22 15:05:00,1.0862356516e+10,1.0862356516e+10,6.8823846828e+09,6.8823846828e+09
2020-03-22 15:10:00,1.0942324209e+10,1.0942324209e+10,4.1926338610e+09,4.1926338610e+09
2020-03-22 15:15:00,1.0758931049e+10,1.0758931049e+10,2.6821719125e+09,2.6821719125e+09
2020-03-22 15:20:00,1.1141546759e+10,1.1141546759e+10,2.6594169936e+09,2.6594169936e+09
2020-03-22 15:25:00,1.1021674102e+10,1.1021674102e+10,3.1063732335e+09,3.1063732335e+09
2020-03-22 15:30:00,1.0444798656e+10,1.0444798656e+10,2.6027770495e+09,2.6027770495e+09
2020-03-22 15:35:00,1.0179189365e+10,1.0179189365e+10,3.7292622815e+09,3.7292622815e+09
