DATE,BEUK,BEUK_peak,UKBE,BEUK_peak
2020-03-22 16:15:00,5.2243847523e+08,5.2243847523e+08,8.1533870652e+07,8.1533870652e+07
2020-03-22 16:20:00,4.8791349128e+08,4.8791349128e+08,9.6312442840e+07,9.6312442840e+07
2020-03-22 16:25:00,4.8800097020e+08,4.8800097020e+08,8.6031374742e+07,8.6031374742e+07
2020-03-22 16:30:00,4.6647802695e+08,4.6647802695e+08,8.6796525514e+07,8.6796525514e+07
2020-03-22 16:35:00,5.5435843420e+08,5.5435843420e+08,8.4210059437e+07,8.4210059437e+07
2020-03-22 16:40:00,5.5578577505e+08,5.5578577505e+08,7.7821775214e+07,7.7821775214e+07
2020-03-22 16:45:00,5.4964376817e+08,5.4964376817e+08,8.6734583332e+07,8.6734583332e+07
2020-03-22 16:50:00,5.5463552676e+08,5.5463552676e+08,8.3306755521e+07,8.3306755521e+07
2020-03-22 16:55:00,5.7243650156e+08,5.7243650156e+08,7.6367576942e+07,7.6367576942e+07
2020-03-22 17:00:00,5.7309802552e+08,5.7309802552e+08,7.2653086987e+07,7.2653086987e+07
2020-03-22 17:05:00,5.5740698941e+08,5.5740698941e+08,7.1540804811e+07,7.1540804811e+07
2020-03-22 17:10:00,6.5096792656e+08,6.5096792656e+08,7.8485200373e+07,7.8485200373e+07
2020-03-22 17:15:00,5.9333043316e+08,5.9333043316e+08,7.0512831344e+07,7.0512831344e+07
2020-03-22 17:20:00,5.4992482537e+08,5.4992482537e+08,1.0716687812e+08,1.0716687812e+08
2020-03-22 17:25:00,6.0993187437e+08,6.0993187437e+08,8.0582121972e+07,8.0582121972e+07
2020-03-22 17:30:00,5.8047606399e+08,5.8047606399e+08,7.0793743069e+07,7.0793743069e+07
2020-03-22 17:35:00,5.4965765424e+08,5.4965765424e+08,6.6557861418e+07,6.6557861418e+07
2020-03-22 17:40:00,5.3248347752e+08,5.3248347752e+08,5.9146544125e+07,5.9146544125e+07
2020-03-22 17:45:00,5.6697667094e+08,5.6697667094e+08,6.9039042491e+07,6.9039042491e+07
2020-03-22 17:50:00,5.7761865084e+08,5.7761865084e+08,7.7531624353e+07,7.7531624353e+07
2020-03-22 17:55:00,5.5963292091e+08,5.5963292091e+08,5.3043263893e+07,5.3043263893e+07
2020-03-22 18:00:00,5.3925340201e+08,5.3925340201e+08,5.6734302923e+07,5.6734302923e+07
2020-03-22 18:05:00,4.7847259734e+08,4.7847259734e+08,5.3877013883e+07,5.3877013883e+07
2020-03-22 18:10:00,5.0452887603e+08,5.0452887603e+08,7.2413043943e+07,7.2413043943e+07
2020-03-22 18:15:00,5.2753793245e+08,5.2753793245e+08,7.7108619433e+07,7.7108619433e+07
2020-03-22 18:20:00,5.7277688902e+08,5.7277688902e+08,7.2218378472e+07,7.2218378472e+07
2020-03-22 18:25:00,6.0217323587e+08,6.0217323587e+08,8.0588080143e+07,8.0588080143e+07
2020-03-22 18:30:00,5.7155986573e+08,5.7155986573e+08,6.9001714505e+07,6.9001714505e+07
2020-03-22 18:35:00,5.6128077801e+08,5.6128077801e+08,7.9247119428e+07,7.9247119428e+07
2020-03-22 18:40:00,5.4174104129e+08,5.4174104129e+08,7.6157562201e+07,7.6157562201e+07
2020-03-22 18:45:00,5.0265276990e+08,5.0265276990e+08,7.4353931125e+07,7.4353931125e+07
2020-03-22 18:50:00,5.1272440946e+08,5.1272440946e+08,7.2473361550e+07,7.2473361550e+07
2020-03-22 18:55:00,5.3205152525e+08,5.3205152525e+08,6.7771861997e+07,6.7771861997e+07
2020-03-22 19:00:00,5.9595950843e+08,5.9595950843e+08,8.1092553459e+07,8.1092553459e+07
2020-03-22 19:05:00,5.4608445593e+08,5.4608445593e+08,1.1159638770e+08,1.1159638770e+08
2020-03-22 19:10:00,5.3568106192e+08,5.3568106192e+08,9.3300530246e+07,9.3300530246e+07
2020-03-22 19:15:00,5.3411310998e+08,5.3411310998e+08,1.0603661096e+08,1.0603661096e+08
2020-03-22 19:20:00,5.7550769095e+08,5.7550769095e+08,9.8712520314e+07,9.8712520314e+07
2020-03-22 19:25:00,5.3717047836e+08,5.3717047836e+08,7.7802345868e+07,7.7802345868e+07
2020-03-22 19:30:00,5.4358845185e+08,5.4358845185e+08,6.3690888273e+07,6.3690888273e+07
2020-03-22 19:35:00,4.7720247501e+08,4.7720247501e+08,7.4321639918e+07,7.4321639918e+07
2020-03-22 19:40:00,4.8753322314e+08,4.8753322314e+08,9.2557240969e+07,9.2557240969e+07
2020-03-22 19:45:00,4.9818062986e+08,4.9818062986e+08,1.1276985968e+08,1.1276985968e+08
2020-03-22 19:50:00,4.9826293101e+08,4.9826293101e+08,5.9582411425e+07,5.9582411425e+07
