DATE,DUEE,DUEE_peak,EEDU,DUEE_peak
2020-03-21 22:05:00,4.9131021638e+09,4.9131021638e+09,3.0931161249e+09,3.0931161249e+09
2020-03-21 22:10:00,1.2508865558e+09,1.2508865558e+09,3.0330473689e+09,3.0330473689e+09
2020-03-21 22:15:00,1.2747666347e+09,1.2747666347e+09,3.2417292308e+09,3.2417292308e+09
2020-03-21 22:20:00,1.0920989349e+09,1.0920989349e+09,3.0615731603e+09,3.0615731603e+09
2020-03-21 22:25:00,1.1110199694e+09,1.1110199694e+09,2.9491301881e+09,2.9491301881e+09
2020-03-21 22:30:00,1.2919240362e+09,1.2919240362e+09,2.5527706625e+09,2.5527706625e+09
2020-03-21 22:35:00,1.1678256886e+09,1.1678256886e+09,2.5804267864e+09,2.5804267864e+09
2020-03-21 22:40:00,1.0285994996e+09,1.0285994996e+09,2.2495516121e+09,2.2495516121e+09
2020-03-21 22:45:00,1.0641811419e+09,1.0641811419e+09,2.1820027522e+09,2.1820027522e+09
2020-03-21 22:50:00,1.0948566428e+09,1.0948566428e+09,1.9567632314e+09,1.9567632314e+09
2020-03-21 22:55:00,1.0230516349e+09,1.0230516349e+09,2.1114343316e+09,2.1114343316e+09
2020-03-21 23:00:00,9.3493369935e+08,9.3493369935e+08,1.8938871687e+09,1.8938871687e+09
2020-03-21 23:05:00,9.4775320137e+08,9.4775320137e+08,2.1327775481e+09,2.1327775481e+09
2020-03-21 23:10:00,7.6878129517e+08,7.6878129517e+08,1.8329624463e+09,1.8329624463e+09
2020-03-21 23:15:00,8.8902892167e+08,8.8902892167e+08,2.7666068985e+09,2.7666068985e+09
