DATE,ATHR,ATHR_peak,HRAT,ATHR_peak
2020-03-22 17:35:00,2.4797333992e+06,2.4797333992e+06,1.5628130110e+06,1.5628130110e+06
2020-03-22 17:40:00,2.9304274571e+06,2.9304274571e+06,1.4983065879e+06,1.4983065879e+06
2020-03-22 17:45:00,2.4989081657e+06,2.4989081657e+06,1.4671177744e+06,1.4671177744e+06
2020-03-22 17:50:00,2.6243269355e+06,2.6243269355e+06,1.4951885684e+06,1.4951885684e+06
2020-03-22 17:55:00,2.6039361125e+06,2.6039361125e+06,1.5141662487e+06,1.5141662487e+06
2020-03-22 18:00:00,2.3685021403e+06,2.3685021403e+06,1.5797939600e+06,1.5797939600e+06
2020-03-22 18:05:00,2.1898383923e+06,2.1898383923e+06,1.4798052237e+06,1.4798052237e+06
2020-03-22 18:10:00,1.7973681833e+06,1.7973681833e+06,1.5813807303e+06,1.5813807303e+06
2020-03-22 18:15:00,1.8787125076e+06,1.8787125076e+06,1.5168258086e+06,1.5168258086e+06
2020-03-22 18:20:00,2.3219517980e+06,2.3219517980e+06,1.4544735698e+06,1.4544735698e+06
2020-03-22 18:25:00,2.9980219925e+06,2.9980219925e+06,1.4565993301e+06,1.4565993301e+06
2020-03-22 18:30:00,2.6641615214e+06,2.6641615214e+06,1.3867225616e+06,1.3867225616e+06
2020-03-22 18:35:00,1.7886391064e+06,1.7886391064e+06,1.5399941638e+06,1.5399941638e+06
2020-03-22 18:40:00,1.7635895449e+06,1.7635895449e+06,1.4539896393e+06,1.4539896393e+06
2020-03-22 18:45:00,1.7221677685e+06,1.7221677685e+06,1.3136450347e+06,1.3136450347e+06
2020-03-22 18:50:00,1.8323117959e+06,1.8323117959e+06,1.3943437957e+06,1.3943437957e+06
2020-03-22 18:55:00,2.5152460574e+06,2.5152460574e+06,1.4412285994e+06,1.4412285994e+06
2020-03-22 19:00:00,1.8193970519e+06,1.8193970519e+06,1.4852086341e+06,1.4852086341e+06
2020-03-22 19:05:00,1.9836304141e+06,1.9836304141e+06,1.4520819999e+06,1.4520819999e+06
2020-03-22 19:10:00,2.8673338078e+06,2.8673338078e+06,1.3750624510e+06,1.3750624510e+06
2020-03-22 19:15:00,1.9366847845e+06,1.9366847845e+06,1.4307428204e+06,1.4307428204e+06
2020-03-22 19:20:00,1.9411118921e+06,1.9411118921e+06,1.3919893964e+06,1.3919893964e+06
2020-03-22 19:25:00,2.4413990088e+06,2.4413990088e+06,1.5727323219e+06,1.5727323219e+06
2020-03-22 19:30:00,3.0143869230e+06,3.0143869230e+06,1.4735910713e+06,1.4735910713e+06
2020-03-22 19:35:00,2.4587733547e+06,2.4587733547e+06,1.5428408494e+06,1.5428408494e+06
2020-03-22 19:40:00,2.5409765420e+06,2.5409765420e+06,1.4902132880e+06,1.4902132880e+06
