DATE,DEDU,DEDU_peak,DUDE,DEDU_peak
2020-03-15 13:25:00,1.9543513874e+10,1.9543513874e+10,5.7826016635e+09,5.7826016635e+09
2020-03-15 13:30:00,2.4598677220e+10,2.4598677220e+10,3.5423068884e+09,3.5423068884e+09
2020-03-15 13:35:00,2.6755145618e+10,2.6755145618e+10,3.2827477394e+09,3.2827477394e+09
2020-03-15 13:40:00,1.4688557032e+10,1.4688557032e+10,1.9982616474e+09,1.9982616474e+09
2020-03-15 13:45:00,1.7835947535e+10,1.7835947535e+10,2.3126660660e+09,2.3126660660e+09
2020-03-15 13:50:00,1.9788023750e+10,1.9788023750e+10,2.4750998516e+09,2.4750998516e+09
2020-03-15 13:55:00,1.7298209667e+10,1.7298209667e+10,2.5493944357e+09,2.5493944357e+09
2020-03-15 14:00:00,1.6408390042e+10,1.6408390042e+10,1.3425949860e+09,1.3425949860e+09
2020-03-15 14:05:00,1.5354945917e+10,1.5354945917e+10,2.6134950349e+09,2.6134950349e+09
2020-03-15 14:10:00,1.9010830516e+10,1.9010830516e+10,2.1491256544e+09,2.1491256544e+09
2020-03-15 14:15:00,1.9576212580e+10,1.9576212580e+10,3.5545713070e+09,3.5545713070e+09
2020-03-15 14:20:00,1.6541424710e+10,1.6541424710e+10,3.4839279394e+09,3.4839279394e+09
2020-03-15 14:25:00,1.5370253563e+10,1.5370253563e+10,1.9759564360e+09,1.9759564360e+09
2020-03-15 14:30:00,1.6995078842e+10,1.6995078842e+10,3.6704209173e+09,3.6704209173e+09
2020-03-15 14:35:00,2.4831416544e+10,2.4831416544e+10,2.8161719944e+09,2.8161719944e+09
2020-03-15 14:40:00,2.4368531690e+10,2.4368531690e+10,3.8634263531e+09,3.8634263531e+09
2020-03-15 14:45:00,1.7192228350e+10,1.7192228350e+10,3.3514164690e+09,3.3514164690e+09
2020-03-15 14:50:00,1.6126162451e+10,1.6126162451e+10,4.6023178352e+09,4.6023178352e+09
2020-03-15 14:55:00,1.7287361028e+10,1.7287361028e+10,6.7009105074e+09,6.7009105074e+09
2020-03-15 15:00:00,1.6947587801e+10,1.6947587801e+10,9.1987886939e+09,9.1987886939e+09
2020-03-15 15:05:00,1.8678768799e+10,1.8678768799e+10,8.3529394557e+09,8.3529394557e+09
2020-03-15 15:10:00,2.0298185662e+10,2.0298185662e+10,9.7007354863e+09,9.7007354863e+09
2020-03-15 15:15:00,2.2782868686e+10,2.2782868686e+10,7.5722923656e+09,7.5722923656e+09
2020-03-15 15:20:00,2.0152453387e+10,2.0152453387e+10,7.5663917041e+09,7.5663917041e+09
2020-03-15 15:25:00,2.1200894666e+10,2.1200894666e+10,7.7294747463e+09,7.7294747463e+09
2020-03-15 15:30:00,2.5559175516e+10,2.5559175516e+10,9.0313397556e+09,9.0313397556e+09
2020-03-15 15:35:00,1.8814711091e+10,1.8814711091e+10,5.7189959753e+09,5.7189959753e+09
2020-03-15 15:40:00,1.7482206232e+10,1.7482206232e+10,5.5840099738e+09,5.5840099738e+09
2020-03-15 15:45:00,1.9647104531e+10,1.9647104531e+10,9.5336582933e+09,9.5336582933e+09
2020-03-15 15:50:00,1.9419320583e+10,1.9419320583e+10,5.3526821513e+09,5.3526821513e+09
2020-03-15 15:55:00,1.9807303705e+10,1.9807303705e+10,7.0361287135e+09,7.0361287135e+09
2020-03-15 16:00:00,2.3196085908e+10,2.3196085908e+10,5.9533224916e+09,5.9533224916e+09
2020-03-15 16:05:00,2.2164816346e+10,2.2164816346e+10,7.0043875052e+09,7.0043875052e+09
2020-03-15 16:10:00,1.7651685877e+10,1.7651685877e+10,3.3486282474e+09,3.3486282474e+09
2020-03-15 16:15:00,2.3672390984e+10,2.3672390984e+10,3.4993468195e+09,3.4993468195e+09
2020-03-15 16:20:00,2.6174985933e+10,2.6174985933e+10,8.0206405131e+09,8.0206405131e+09
2020-03-15 16:25:00,1.9527543084e+10,1.9527543084e+10,5.1337118142e+09,5.1337118142e+09
2020-03-15 16:30:00,2.1260736917e+10,2.1260736917e+10,8.6995587082e+09,8.6995587082e+09
2020-03-15 16:35:00,1.7722033101e+10,1.7722033101e+10,1.4446659738e+10,1.4446659738e+10
2020-03-15 16:40:00,1.7208875505e+10,1.7208875505e+10,5.2776193746e+09,5.2776193746e+09
2020-03-15 16:45:00,1.6748383435e+10,1.6748383435e+10,4.8370415392e+09,4.8370415392e+09
2020-03-15 16:50:00,1.9676217051e+10,1.9676217051e+10,4.8030925116e+09,4.8030925116e+09
2020-03-15 16:55:00,2.2306676205e+10,2.2306676205e+10,1.8297357073e+09,1.8297357073e+09
2020-03-15 17:00:00,3.0159004483e+10,3.0159004483e+10,5.2901654728e+09,5.2901654728e+09
2020-03-15 17:05:00,2.9718791650e+10,2.9718791650e+10,4.3911617796e+09,4.3911617796e+09
